id;num_voie;indice_repet;type_voie;voie;id_commune;code_postal;type_local;surface;nb_pieces
1;190;A;RUE;CENTRALE;0;01370;Appartement;52;2
2;347;;RUE;DU CHATEAU;1;01170;Appartement;48;3
3;58;;AV;DU MONT BLANC;2;01220;Appartement;130;6
4;140;;RUE;DE L'ABBE JOLIVET;3;01630;Maison;109;5
5;39;;RUE;BUFFON;4;01200;Appartement;91;4
6;28;;AV;JEAN FALCONNIER;5;01350;Appartement;32;2
7;8;;RUE;DE GENEVE;6;01630;Appartement;52;2
8;2;;RUE;DU RECULET;6;01630;Appartement;60;2
9;1403;;RUE;JEAN DE GINGINS;2;01220;Maison;96;4
10;226;;ALL;DES CAPUCINES;6;01630;Maison;117;5
11;276;;RTE;DE POUGNY;3;01630;Appartement;36;2
12;79;;CRS;DE VERDUN;7;01100;Appartement;137;5
13;77;B;RUE;DU COMMERCE;8;01130;Appartement;43;2
14;240;;RUE;DE PRE BAILLY;9;01170;Appartement;45;2
15;3;;RUE;TURENNE;4;01200;Appartement;84;4
16;44;;ALL;DU SQUARE DE LAUSANNE;2;01220;Appartement;88;4
17;59;;RUE;ALEXANDRE BERARD;10;01500;Appartement;143;6
18;282;;CHE;DES LONGES RAYES;11;01170;Appartement;42;2
19;54;;GR;GRANDE RUE;12;01150;Appartement;65;3
20;1;;RUE;DE GEX;13;01210;Appartement;75;3
21;17;;LOT;LES JARDINS DE CHEVRY;1;01170;Appartement;30;1
22;329;;RUE;DES CARPIERES;14;01170;Appartement;25;1
23;369;;AV;CHARLES DE GAULLE;15;01150;Appartement;52;2
24;154;;RUE;SUR LA VIGNETTE;16;01130;Appartement;88;3
25;6;;RUE;DES USINIERS;9;01170;Appartement;45;1
26;2;;RUE;DU JURA;6;01630;Appartement;83;3
27;54;;RUE;MARCEL DEMIA;10;01500;Appartement;68;3
28;269;;CHE;DE CHARIGNIN;17;01300;Appartement;64;3
29;322;;RUE;DE BRETIGNY;18;01210;Maison;109;4
30;132;;ALL;DES HETRES;6;01630;Appartement;133;4
31;80;;RUE;DE MEYRIN;13;01210;Appartement;63;3
32;4;;RUE;DE LA MAIRIE;5;01350;Appartement;50;3
33;79;;GR;GRANDE RUE DE BULLIEZ;15;01150;Appartement;74;3
34;8;;RUE;DE LA BIENNE;19;01590;Appartement;121;4
35;29;;RUE;REINE CLOTILDE;10;01500;Appartement;62;2
36;3;;RUE;STE MARIE;17;01300;Appartement;73;4
37;956;;RTE;DE BOURG;15;01150;Maison;88;2
38;1;;AV;DU BIJOU;13;01210;Appartement;71;3
39;58;;CHE;DE LA PLANCHE BRULEE;13;01210;Maison;101;4
40;211;;RUE;CHANTEPIE;20;01280;Appartement;45;2
41;25;;RUE;DE LA ROCHE SAMUEL;21;01110;Appartement;63;2
42;25;;RUE;DE LA COMMUNE 1871;10;01500;Maison;68;3
43;6;;;DE LA TOUR;22;01640;Appartement;90;4
44;91;;CHE;DE LA PLANCHE BRULEE;13;01210;Appartement;120;4
45;3;;RUE;DU DOCTEUR GREZEL;23;01130;Appartement;106;5
46;28;;RUE;DU DOC CHARCOT;24;01500;Appartement;43;2
47;312;;RUE;DES TERRASSES;25;01710;Maison;120;5
48;10;;RUE;AMPERE;7;01100;Appartement;67;2
49;1;;RUE;GERARD DE NERVAL;26;01100;Appartement;68;3
50;10;;RUE;DES HAUTAINS;6;01630;Appartement;112;5
51;102;;MAIL;DU NEUTRINO;20;01280;Maison;95;4
52;84;;RUE;DE MEYRIN;13;01210;Appartement;63;3
53;115;;RUE;MASONOD;27;01110;Appartement;75;4
54;812;;RUE;DES VERTES CAMPAGNES;9;01170;Maison;160;6
55;26;;CHE;DE LA PLANCHE BRULEE;13;01210;Appartement;67;3
56;2;;RUE;DE CHAMP FUSY;6;01630;Appartement;31;1
57;53;;ALL;DES PRUNUS;6;01630;Appartement;166;5
58;541;;RUE;DES MONTS JURA;28;01410;Appartement;56;2
59;386;;CHE;DES SOUPIRS;17;01300;Appartement;63;3
60;663;;RTE;BLANCHE;14;01170;Appartement;88;3
61;377;;RUE;DES ABATTOIRS;9;01170;Appartement;87;4
62;60;;ALL;DES FRERES CAUDRON;10;01500;Appartement;51;2
63;86;;RUE;DE LA REPUBLIQUE;4;01200;Appartement;39;1
64;148;;IMP;DU SAUGY;18;01210;Appartement;71;3
65;77;J;LOT;CLOS CHAMP VRILLARD;11;01170;Maison;143;6
66;27;;RLE;DE L EGLISE;9;01170;Appartement;53;3
67;5;;PL;DE L EGLISE;15;01150;Appartement;39;2
68;94;;ALL;SIMON VAN DER MEER;20;01280;Appartement;89;4
69;242;;RUE;DE PRE BAILLY;9;01170;Appartement;50;2
70;8;;RTE;DE DIVONNE;29;01170;Appartement;136;4
71;24;;RUE;LAMARTINE;4;01200;Appartement;62;3
72;88;;RUE;DU PETIT CHAMP;25;01710;Maison;102;4
73;27;;RUE;DES VERGERS;25;01710;Appartement;43;2
74;250;;RUE;DES FRENES;30;01580;Maison;83;4
75;13;;RUE;JEAN MONNET;10;01500;Appartement;55;2
76;2;;RUE;DE LA BATISSE;10;01500;Appartement;81;3
77;33;;RUE;DE GENEVE;6;01630;Appartement;56;3
78;30;;RUE;DE VERSOIX;13;01210;Appartement;75;3
79;322;;RUE;DE BRETIGNY;18;01210;Maison;90;4
80;923;;RTE;DE MURY;31;01170;Maison;86;4
81;77;;RUE;LA PIECE;1;01170;Maison;118;5
82;103;;MAIL;DU NEUTRINO;20;01280;Maison;110;5
83;33;;MAIL;DU NEUTRINO;20;01280;Appartement;70;3
84;75;;RUE;DES VERGERS;25;01710;Appartement;56;3
85;27;;RTE;DE CESSY;32;01210;Appartement;85;4
86;60;;RUE;DE SAVOIE;4;01200;Appartement;74;4
87;90;;RUE;DE LAUSANNE;2;01220;Appartement;133;4
88;72;;RUE;DE LA REPUBLIQUE;10;01500;Appartement;33;2
89;198;;RTE;DE VOUVRAY;4;01200;Appartement;63;3
90;198;;RTE;DE VOUVRAY;4;01200;Appartement;100;4
91;786;;AV;DES VOIRONS;2;01220;Appartement;46;2
92;256;;AV;DE BELLE FERME;9;01170;Appartement;34;2
93;1143;;RUE;CLAIRES FONTAINES;33;01150;Appartement;43;2
94;40;;RUE;VICTOR HUGO;13;01210;Maison;80;4
95;150;;RUE;DE LA REPUBLIQUE;17;01300;Appartement;39;2
96;14;;RUE;CASTELLION;7;01100;Appartement;92;3
97;38;;AV;DE VESSY;13;01210;Appartement;57;2
98;256;;AV;DE BELLE FERME;9;01170;Appartement;55;3
99;36;;RUE;DES APOTRES;10;01500;Appartement;79;2
100;91;;;GRAND' RUE;34;01550;Appartement;190;6
101;88;;RUE;DE LA PIERRE;31;01170;Maison;170;3
102;223;;RUE;DES PRALETS;18;01210;Appartement;113;4
103;232;;RUE;DE LA ROCHETTE;35;01260;Appartement;127;4
104;3;A;RUE;GEORGES CHARPAK;6;01630;Appartement;49;2
105;9;;RUE;DE LA FLAUDIERE;36;01640;Appartement;74;3
106;392;;RTE;DE VOUVRAY;4;01200;Appartement;83;4
107;5186;;;MATAFELON;37;01580;Appartement;32;2
108;8;;RUE;GEORGES MARIN;4;01200;Appartement;69;3
109;6066;;RUE;DES BATTOIRS;25;01710;Appartement;69;3
110;1;;ESPA;CHARLES DE GAULLE;7;01100;Appartement;64;3
111;54;;RUE;ANTOINE JACQUET;4;01200;Appartement;88;4
112;5208;;;LE BULOZ;38;01260;Appartement;35;3
113;7;;RUE;DU DOCTEUR GREZEL;23;01130;Appartement;40;2
114;247;;CHE;DE PRE DE PLANCHE;20;01280;Maison;77;4
115;120;B;CHE;DU MARTINET;11;01170;Appartement;67;3
116;12;;RUE;DU MURET;7;01100;Appartement;30;1
117;47;;RUE;DU CHANE;39;01100;Appartement;48;2
118;1;;RUE;JOLIOT CURIE;4;01200;Appartement;56;2
119;15;;CHE;DU LAVOIR;33;01150;Appartement;32;2
120;68;;RUE;DES USINIERS;9;01170;Appartement;68;4
121;5001;;ALL;HONORE DE BALZAC;17;01300;Maison;80;4
122;9;;RUE;DES FRERES SERPOLLET;5;01350;Appartement;53;3
123;231;;RUE;DE LA RABOUDIERE;40;01360;Appartement;71;3
124;20;;;HAMEAU DES CHENES;25;01710;Maison;102;6
125;47;;CHE;DES ECOLIERS;2;01220;Appartement;42;2
126;48;;RUE;DE GENEVE;13;01210;Appartement;115;4
127;40;;IMP;DES PISTES;28;01410;Appartement;21;2
128;4;;IMP;DU PEGAN;13;01210;Appartement;36;1
129;4;;PL;DE L HOTEL DE VILLE;36;01640;Appartement;48;2
130;76;;RUE;COLONEL XAVIER RENDU;4;01200;Appartement;54;2
131;18;;AV;FRANCIS BLANCHARD;9;01170;Appartement;54;2
132;711;;RUE;DES MORAINES;1;01170;Appartement;41;2
133;35;;RUE;BUFFON;4;01200;Appartement;69;3
134;20;;RUE;PARMENTIER;4;01200;Appartement;56;2
135;461;;RUE;JEAN-JACQUES ROUSSEAU;6;01630;Appartement;131;5
136;114;;RUE;DU CONTE DES PERMISSIONS;2;01220;Appartement;63;2
137;38;B;RUE;JOSEPH MARION;4;01200;Appartement;60;3
138;242;;RUE;DES VERTES CAMPAGNES;9;01170;Appartement;105;3
139;44;;RUE;PASTEUR;15;01150;Appartement;71;3
140;34;;RUE;DES ECOLES;6;01630;Maison;101;5
141;183;;RUE;DU VIEUX BOURG;14;01170;Appartement;30;1
142;54;B;RUE;ARISTIDE BRIAND;10;01500;Appartement;75;3
143;99;;RUE;DE L AMITIE;17;01300;Appartement;77;4
144;16;;RUE;DES HAUTAINS;6;01630;Appartement;58;2
145;5245;;;LES MARS;41;01410;Appartement;22;2
146;17;;AV;DES ALPES;13;01210;Appartement;106;5
147;35;;RUE;DES PRELES;42;01630;Appartement;87;4
148;78;;AV;DU GEN SARRAIL;10;01500;Appartement;92;5
149;22;;RUE;DE L AVENIR;4;01200;Appartement;89;5
150;7;;RUE;TURENNE;4;01200;Appartement;40;1
151;86;;RUE;GUSTAVE EIFFEL;26;01100;Appartement;46;2
152;16;;AV;DU JURA;13;01210;Appartement;2;0
153;6;;RUE;GEORGES MARIN;4;01200;Appartement;68;3
154;346;;RUE;DE PRE BAILLY;9;01170;Appartement;68;3
155;195;;IMP;DU SAUGY;18;01210;Maison;103;4
156;6066;;RUE;DES BATTOIRS;25;01710;Appartement;59;2
157;348;;RUE;DE PRE BAILLY;9;01170;Appartement;77;4
158;72;;CHE;DES COLLINES;42;01630;Maison;106;4
159;86;;RUE;DE MEYRIN;13;01210;Appartement;63;3
160;181;;RUE;PARC JEAN MONNET;6;01630;Appartement;133;4
161;28;;CHE;DU PEUDEX;2;01220;Appartement;63;3
162;62;;CHE;DU PONT DE GREMAZ;25;01710;Appartement;65;3
163;1;;ALL;ALBERT CAMUS;4;01200;Appartement;59;2
164;13;;PL;DES FOURS;17;01300;Appartement;117;5
165;4;;CHE;DU MARAIS;20;01280;Appartement;82;4
166;67;;RTE;DE GENEVE;11;01170;Appartement;42;2
167;644;;RUE;D ARBERE;2;01220;Maison;96;5
168;67;;RTE;DE CHAVORNOD;17;01300;Appartement;58;3
169;96;;RUE;DU JURA;2;01220;Appartement;90;4
170;152;;GR;GRANDE RUE;2;01220;Appartement;35;1
171;170;;RUE;DES TERREAUX;9;01170;Appartement;33;2
172;399;;RUE;DU COTEILLON;15;01150;Maison;88;4
173;780;;RUE;DE LA REPUBLIQUE;43;01550;Appartement;60;2
174;71;;CHE;DE LA PRALAY;44;01170;Appartement;65;2
175;46;;AV;DES NATIONS;45;01330;Appartement;39;2
176;13;;RUE;DE LAYE;46;01800;Maison;110;5
177;151;;RTE;DE BELLEVILLE;47;01090;Appartement;90;3
178;9;;RUE;NEUVE;48;01120;Appartement;47;1
179;768;;RUE;EDOUARD HERRIOT;49;01480;Appartement;56;2
180;172;;RUE;HECTOR BERLIOZ;50;01480;Appartement;77;3
181;2;;RUE;DE LYON;46;01800;Appartement;65;3
182;1172;;RTE;DE GENEVE;51;01120;Appartement;44;3
183;62;;CHE;DU BONATIER;52;01390;Appartement;85;4
184;40;;MTE;DES CANNES;53;01800;Appartement;48;2
185;12;;RUE;LUCIEN QUITTELIER;54;02300;Maison;82;4
186;27;;RUE;FERNAND THUILLART;55;02000;Appartement;156;6
187;1;;RUE;CONDORCET;55;02000;Appartement;72;4
188;15;;RUE;DU REMPART SAINT REMY;55;02000;Appartement;82;3
189;11;;RUE;BONNOT;55;02000;Appartement;41;2
190;2;;RUE;MAZIN;56;02800;Appartement;158;4
191;13;;RUE;PAUL DOUMER;55;02000;Appartement;40;2
192;20;G;RUE;DES OEUVRES DE CHINE;54;02300;Maison;80;4
193;13;;RUE;VINCHON;55;02000;Appartement;65;3
194;15;;RUE;DU CHANGE;55;02000;Appartement;30;1
195;13;;RUE;PAUL DOUMER;55;02000;Appartement;53;2
196;27;;RUE;CARLIER HENNECART;55;02000;Appartement;31;1
197;9001;;RUE;JEAN DE LA FONTAINE;55;02000;Maison;67;3
198;27;;RUE;JEAN RACINE;55;02000;Appartement;27;1
199;10;;PL;DU MARCHE;55;02000;Appartement;53;2
200;32;;RUE;DE LA LINOTTE;55;02000;Maison;82;4
201;1;;RUE;CONDORCET;55;02000;Appartement;90;5
202;1;;RLE;DES NEUFLIERS;55;02000;Appartement;27;1
203;30;;RUE;DE L EGLISE;57;02000;Maison;92;4
204;1;;PL;BOUZIER;54;02300;Appartement;62;3
205;30;;RUE;SERURIER;55;02000;Appartement;27;1
206;16;;RUE;DE MONTEVIDEO;58;02410;Appartement;64;3
207;108;;BD;GAMBETTA;59;02700;Appartement;155;5
208;32;;RUE;DE LA LINOTTE;55;02000;Appartement;48;2
209;32;;RUE;DE LA LINOTTE;55;02000;Maison;90;4
210;32;;RUE;DE LA LINOTTE;55;02000;Appartement;53;3
211;9003;;RUE;ROBERT GODARD;60;02670;Appartement;67;3
212;4;;RUE;DE LA CONGREGATION;55;02000;Appartement;29;1
213;21;;RUE;AMPERE;55;02000;Maison;119;4
214;3;;AV;CARNOT;55;02000;Appartement;76;3
215;2;;RUE;DE LA SELLERIE;61;02100;Appartement;122;4
216;1;;RUE;D ISLE;61;02100;Appartement;32;1
217;23;;RUE;DU GOUVERNEMENT;61;02100;Appartement;127;4
218;15;;RUE;VARLET;61;02100;Appartement;52;2
219;2;;PL;FERNAND MARQUIGNY;62;02200;Appartement;143;5
220;36;;RUE;DU MOULIN BOTTE;63;02200;Appartement;43;2
221;12;;RUE;DES PAVEURS;62;02200;Appartement;127;4
222;2;;BD;JEANNE D ARC;62;02200;Appartement;29;1
223;2;B;RUE;JEAN DELAPLACE;62;02200;Maison;81;4
224;1;;RUE;DE LA SURCHETTE;62;02200;Appartement;67;4
225;18;;RUE;QUINQUET;62;02200;Appartement;122;5
226;1;;RUE;DU PONT DE LA TOURNELLE;64;02290;Maison;145;4
227;7;;RUE;DE FONTENOY;64;02290;Appartement;49;3
228;;;;LA FOSSE SALMON;65;02600;Appartement;58;2
229;19;;RUE;SAINT DENIS;66;02600;Maison;50;3
230;3;;RUE;ROGER SALENGRO;65;02600;Appartement;77;5
231;18;;RUE;DU CHAMP BOUILLANT;62;02200;Appartement;48;2
232;3;;RUE;DE LA RESISTANCE;62;02200;Appartement;36;3
233;14;;RUE;PORTE CROUY;62;02200;Appartement;75;2
234;2;;CHT;DE LA QUINCY;67;02880;Maison;109;6
235;8;;PTR;PETITE RUE SAINT VINCENT;68;02370;Maison;64;3
236;2;;RUE;DE BAPAUME;65;02600;Appartement;81;4
237;10;;PL;DE LAON;62;02200;Appartement;44;1
238;1;B;RUE;DES GRAVIERS;62;02200;Appartement;83;3
239;15;B;RUE;DU CHAMP BOUILLANT;62;02200;Appartement;59;4
240;20;;RUE;NOTRE DAME;62;02200;Appartement;26;1
241;17;;RUE;ALEXANDRE DUMAS;65;02600;Appartement;86;3
242;5;A;RUE;FERNAND BAZIN;69;02600;Maison;110;6
243;5;;PL;DU DOCTEUR MOUFLIER;65;02600;Appartement;21;1
244;2;B;BD;EDOUARD BRANLY;62;02200;Appartement;57;2
245;2;B;BD;EDOUARD BRANLY;62;02200;Appartement;44;2
246;4;;PL;DE LAON;62;02200;Appartement;72;3
247;16;;RUE;D OULCHY LE CHATEAU;70;02200;Appartement;76;3
248;12;;AV;THIERS;62;02200;Appartement;72;2
249;4;;RUE;JEAN MOULIN;62;02200;Appartement;64;3
250;3;B;RUE;PORTE CROUY;62;02200;Appartement;32;2
251;5;;PL;DU DOCTEUR MOUFLIER;65;02600;Appartement;23;1
252;30;;AV;DU GENERAL DE GAULLE;62;02200;Appartement;33;1
253;9;;RUE;VICTOR HUGO;65;02600;Appartement;54;3
254;41;;RUE;DU GRAND MONTOIR;65;02600;Appartement;42;3
255;7;;RUE;DE PANLEU;62;02200;Appartement;30;1
256;30;;AV;DU GENERAL DE GAULLE;62;02200;Appartement;25;1
257;10;;PL;DE LAON;62;02200;Appartement;75;3
258;5;D;RUE;FERNAND BAZIN;69;02600;Maison;110;6
259;2;B;BD;EDOUARD BRANLY;62;02200;Appartement;67;3
260;2;B;BD;EDOUARD BRANLY;62;02200;Appartement;73;3
261;22;;BD;JEANNE D ARC;62;02200;Appartement;32;1
262;12;;AV;DE LA MARE AUX CANES;71;02400;Appartement;60;3
263;3;;PL;DE L HOTEL DE VILLE;71;02400;Appartement;54;3
264;50;;GR;GRANDE RUE;71;02400;Appartement;58;3
265;1;;RES;RENOIR;71;02400;Appartement;75;4
266;2;;RUE;PAUL CLAUDEL;72;02130;Appartement;64;3
267;22;;RUE;DE LA FRATERNITE;73;03000;Appartement;33;2
268;2;;RUE;DENAIN;73;03000;Appartement;77;3
269;22;;RUE;DE LA FRATERNITE;73;03000;Appartement;38;1
270;22;;RUE;DE LA FRATERNITE;73;03000;Appartement;22;1
271;14;;RUE;CHARLES PEGUY;73;03000;Appartement;84;4
272;4;;RES;PARC MONTFAULT;74;03400;Maison;112;5
273;11;;RUE;DU VERT GALANT;73;03000;Appartement;60;4
274;16;;IMP;DU PRE DE MOLLES;74;03400;Maison;85;5
275;84;;RTE;DE LYON;74;03400;Appartement;59;3
276;3;;RUE;JACQUES VINCENT;74;03400;Appartement;40;2
277;24;;RUE;GASPARD ROUX;73;03000;Appartement;79;4
278;1;B;AV;DU DRAPEAU;75;03300;Appartement;105;5
279;71;;RUE;JEAN JAURES;76;03200;Appartement;80;3
280;2;;RUE;MONTIGNAC;76;03200;Appartement;79;3
281;2;;RUE;DU 11 NOVEMBRE;76;03200;Appartement;67;4
282;10;;RUE;DUCHON;76;03200;Appartement;47;2
283;4;;RUE;HUBERT COLOMBIER;76;03200;Appartement;45;2
284;9003;;PL;DE L HORLOGE;77;04200;Appartement;119;4
285;7102;;PL;DE L ENGIEN;78;04500;Appartement;133;4
286;7003;;RES;LES MELEZES;79;04400;Appartement;31;1
287;9500;;TRA;DU CAMPING;80;04160;Appartement;66;3
288;1;;RUE;DES MONGES;81;04000;Appartement;120;4
289;7066;;;STATION DE SAINT JEAN;82;04140;Appartement;24;1
290;9002;;PL;DU DOCTEUR ROBERT;77;04200;Appartement;33;1
291;7192;;;LA CHAPELLE;83;04260;Appartement;20;1
292;;;PL;DES AIRES;84;04120;Appartement;120;4
293;7078;;RTE;DE MAZAGRAND;85;04850;Appartement;20;1
294;7037;;;LE VILLAGE;86;04340;Appartement;27;2
295;6;;RUE;GRANDE;87;04140;Appartement;50;3
296;7034;;;ADRECH DE CHAUVET;83;04260;Appartement;26;1
297;25;;AV;FRANCOIS CUZIN;81;04000;Appartement;51;2
298;20;;RUE;DU VALLON DE FARINE;81;04000;Maison;71;3
299;7002;;;STATION DE SAINT JEAN;82;04140;Appartement;49;2
300;7042;;;LE VILLAGE;88;04500;Appartement;32;2
301;7398;;;PONT DE LABRAU OUEST;83;04260;Appartement;35;2
302;24;;LOT;LOTISSEMENT DU BERARD;89;04400;Appartement;52;3
303;7052;;RES;LES CHENEVRIERS;79;04400;Appartement;25;1
304;12;;CHE;DES ALPAGES;90;04400;Appartement;23;1
305;25;;RUE;PRINCIPALE;85;04850;Appartement;63;2
306;7300;;CHE;DES BEAUMES;91;04800;Appartement;33;2
307;39;;BD;VICTOR HUGO;81;04000;Appartement;23;1
308;9482;;RES;LE VALLON DES SOURCES;81;04000;Appartement;30;2
309;32;;BD;VICTOR HUGO;81;04000;Appartement;29;1
310;5081;;;LE SUPERSAUZE;79;04400;Appartement;44;1
311;26;;;LE PONT;92;04800;Maison;32;2
312;7178;;;PONT DE LABRAU;83;04260;Appartement;21;1
313;2;B;IMP;DE CARUPE;93;04200;Appartement;147;5
314;7153;;;LES HAUTES PLAINES;91;04800;Appartement;18;1
315;5112;;RES;LES MARGUERITES;79;04400;Appartement;30;1
316;4;;PL;DE LA MAIRIE;81;04000;Appartement;51;2
317;5230;;;LE SUPERSAUZE;79;04400;Appartement;23;2
318;6;;;ANCIENNE RTE D FORCALQUIER;94;04130;Appartement;80;3
319;7096;;;BEAUDINE;95;04300;Appartement;74;4
320;3;;PL;DE LA REPUBLIQUE;77;04200;Appartement;80;3
321;53;;RUE;DELEUZE;77;04200;Appartement;85;2
322;7023;;;GRANDE MONTAGNE;96;04140;Appartement;29;2
323;7052;;;LES AUCHES;83;04260;Appartement;37;2
324;181;;ALL;DES AVETTES;97;04100;Maison;79;5
325;5;;AV;MARCEL ANDRE;95;04300;Appartement;41;2
326;7218;;;LACHAUD ET CHAUVET;83;04260;Appartement;19;1
327;320;;AV;DU DCT BERNARD FOUSSIER;97;04100;Appartement;98;4
328;6;;RUE;ANDRE HONNORAT;90;04400;Appartement;60;3
329;155;;RUE;DOC CASIMIR CAIRE;95;04300;Appartement;42;2
330;5637;A;AV;DES THERMES;91;04800;Appartement;27;1
331;7054;;;LA CHAPELLE;83;04260;Appartement;20;1
332;3;;RUE;TANNERIE;78;04500;Appartement;60;2
333;118;;RUE;POTERIE;77;04200;Appartement;35;3
334;1;;REM;DES CORDELIERS;95;04300;Maison;29;1
335;9002;D;;LES LAVANDES;97;04100;Appartement;84;5
336;;;RES;LES MARMOTTES BLEUES;98;04400;Appartement;29;2
337;5038;;;LE VILLAGE;99;04200;Appartement;38;1
338;9;;RUE;FONT CHAUDE;77;04200;Appartement;44;2
339;7089;;;SAINT PIERRE;87;04140;Appartement;87;4
340;5154;;RUE;DE LA FERRAILLE;100;04300;Maison;66;2
341;7215;;;LA SESTRIERE;83;04260;Appartement;27;1
342;3;;TRA;DES EAUX CHAUDES;81;04000;Appartement;68;3
343;1;;RUE;JULES BOURDIN;101;04700;Appartement;30;2
344;14;;ALL;DE PROVENCE;97;04100;Appartement;68;3
345;5028;;CHE;DE STE ANNETTE;91;04800;Appartement;100;4
346;36;;AV;HENRI JAUBERT;81;04000;Appartement;81;4
347;117;;AV;DES THERMES;91;04800;Appartement;24;1
348;9001;;RES;JEANNE D ARC;97;04100;Appartement;31;1
349;20;;RUE;MARIUS DEBOUT;95;04300;Appartement;51;2
350;7224;;;LES HAUTES PLAINES;91;04800;Appartement;24;1
351;;;RES;PRA CHAUVET;98;04400;Appartement;36;2
352;7009;;;ADRECH DE CHAUVET;83;04260;Appartement;81;2
353;;;RES;LES MELEZES;98;04400;Appartement;59;3
354;7215;;;STATION DE SAINT JEAN;82;04140;Appartement;28;1
355;7113;;;LES SAGNES;87;04140;Appartement;27;1
356;7024;;;LES HAUTES PLAINES;91;04800;Appartement;27;1
357;7023;;;LES HAUTES PLAINES;91;04800;Appartement;27;1
358;3;;RUE;DU FRESQUIE;95;04300;Maison;95;4
359;;;RES;LE CEZANNE;91;04800;Appartement;30;1
360;20;;ALL;DE PROVENCE;97;04100;Appartement;60;2
361;3;;TRA;DES EAUX CHAUDES;81;04000;Appartement;36;1
362;7102;;RTE;DU LAC;102;04160;Appartement;61;2
363;5038;;;LES VIEUX BAINS;91;04800;Appartement;26;1
364;29;;RUE;NATIONALE;84;04120;Appartement;18;1
365;;;RES;LE CHRISTIANA;98;04400;Appartement;25;1
366;5177;;RUE;GRANDE;103;04180;Appartement;70;3
367;9013;;BD;PAUL MARTIN NALIN;97;04100;Appartement;54;3
368;11;;RUE;DE L ANCIENNE MAIRIE;81;04000;Appartement;70;4
369;9001;;;LA COLETTE;97;04100;Appartement;64;4
370;7028;;;MAZAGRAND;85;04850;Appartement;28;1
371;9001;;;LA COLETTE;97;04100;Appartement;54;3
372;8;;MTE;DU CHASTEL;85;04850;Appartement;46;2
373;5;B;AV;DES THERMES;81;04000;Appartement;23;1
374;;;RES;LA BERANGERE;98;04400;Appartement;33;1
375;5004;;AV;GEORGES DE SALVE;104;04210;Appartement;19;1
376;30;;AV;DES ARCADES;77;04200;Appartement;61;2
377;15;;CHE;DES AJONCS;81;04000;Appartement;75;4
378;40;;AV;JEAN MOULIN;77;04200;Appartement;74;3
379;4;;RUE;DES ALPES;97;04100;Appartement;82;4
380;42;;CHE;DES SALETTES;80;04160;Maison;93;4
381;7091;;;CHANTEMERLE;87;04140;Appartement;24;2
382;7263;;RES;LA PETITE OURSE 2;83;04260;Appartement;26;1
383;28;;RUE;DE L HUBAC;81;04000;Appartement;54;4
384;;;RES;L EDELWEISS;98;04400;Appartement;45;2
385;16;;AV;SAINT PROMASSE;95;04300;Appartement;50;2
386;9491;;CHE;DU LAC;80;04160;Appartement;45;2
387;20;;RUE;DE LA REPUBLIQUE;105;04290;Appartement;15;1
388;7;;RUE;GRENETTE;90;04400;Appartement;50;2
389;12;;RUE;LOUIS ANDRIEUX;95;04300;Appartement;63;3
390;156;;RUE;PIERRE MAITRE;106;04220;Maison;87;4
391;3;;RLE;DES PRISONS;95;04300;Appartement;56;3
392;16;;RUE;DE L ARMISTICE;97;04100;Appartement;52;2
393;7197;;RES;LE SCHUSS 3;83;04260;Appartement;17;1
394;10;;AV;MARCEL ANDRE;95;04300;Appartement;47;2
395;7089;;AV;REINE DES ALPES;90;04400;Appartement;26;2
396;7199;;;LE SEIGNUS BAS;83;04260;Appartement;18;1
397;7;;PL;GENERAL DE GAULLE;81;04000;Appartement;39;1
398;7464;;;STATION DU GRAND PUY;87;04140;Appartement;30;2
399;8;;CHE;DES PASQUIERS;90;04400;Appartement;40;2
400;5249;;PL;DU FOUR;107;04230;Appartement;110;5
401;5031;;;LE VILLAGE;108;04120;Appartement;40;1
402;5169;;;LE VILLAGE;109;04330;Appartement;38;1
403;30;;BD;CHARLES DE GAULLE;97;04100;Appartement;53;2
404;;;RES;LA TOVIERE;98;04400;Appartement;31;1
405;7076;;RES;LES MELEZES ROI SOLEIL;79;04400;Appartement;25;2
406;7076;;RES;LES MELEZES ROI SOLEIL;79;04400;Appartement;38;3
407;7076;;RES;LES MELEZES ROI SOLEIL;79;04400;Appartement;23;1
408;7112;;;LES AUCHES;83;04260;Appartement;15;1
409;3;;RUE;TRAVERSIERE;90;04400;Appartement;18;1
410;9001;;;LA LUQUECE;97;04100;Appartement;66;4
411;70;;AV;JEAN GIONO;97;04100;Appartement;63;3
412;7199;;;LE SEIGNUS BAS;83;04260;Appartement;20;2
413;35;;RUE;DU MITAN;84;04120;Appartement;20;1
414;5135;;RUE;DE COCODY;85;04850;Maison;63;3
415;;;RES;LA SAPINIERE;98;04400;Appartement;25;1
416;7037;;;LES PLAINES;91;04800;Appartement;28;1
417;;;RES;LA ROCHAILLE;98;04400;Appartement;29;1
418;28;;;LE PONT;92;04800;Maison;32;2
419;8;;CRS;DU TRIBUNAL;81;04000;Appartement;66;4
420;103;;BD;GASSENDI;81;04000;Appartement;62;3
421;53;;BD;ELEMIR BOURGES;97;04100;Appartement;75;3
422;7073;;;PONT DE LABRAU;83;04260;Appartement;26;1
423;3;;CHE;DE VILLEVIEILLE;90;04400;Appartement;46;2
424;7052;;;LES AUCHES;83;04260;Appartement;17;1
