id;num_voie;indice_repet;type_voie;voie;id_commune;code_postal;type_local;surface;nb_pieces
21516;20;;RUE;DU BAC DE RIS;2833;91450;Appartement;74;3
21517;114;;RTE;DE MELUN;2838;91250;Appartement;134;4
21518;2;;PL;DE LA LIBERTE;2828;91280;Appartement;58;3
21519;50;;AV;DU PETIT CHATEAU;2820;91800;Appartement;66;3
21520;10;;IMP;DES RAYERES;2844;91540;Appartement;38;2
21521;4;;ALL;COLETTE;2834;91270;Appartement;54;3
21522;6;B;RUE;DU FOUR A CHAUX;2823;91540;Appartement;70;3
21523;14;;IMP;DE LA TONNELLE;2844;91540;Maison;79;4
21524;1;;RUE;MOZART;2828;91280;Appartement;75;4
21525;6;;VLA;JACQUES OFFENBACH;2841;91860;Appartement;47;2
21526;3;;RUE;DES ERABLES;2818;91100;Appartement;40;2
21527;48;;RUE;HENRI BARBUSSE;2825;91330;Appartement;26;1
21528;3;;RUE;LA FONTAINE;2823;91540;Appartement;26;1
21529;8;;RUE;HELOISE;2818;91100;Appartement;42;2
21530;4;;RUE;DU DOCTEUR LAENNEC;2841;91860;Maison;82;4
21531;3;;RUE;MARCELLIN BERTHELOT;2825;91330;Maison;101;5
21532;60;;RUE;D'ANGOULEME;2818;91100;Appartement;37;1
21533;9001;;PL;DE LA PYRAMIDE;2820;91800;Appartement;70;3
21534;41;;RUE;DU BAS COUDRAY;2818;91100;Appartement;41;2
21535;22;;GR;GRDE RUE CHARLES DE GAULLE;2838;91250;Appartement;76;3
21536;4;;AV;DE L'ESSONNE;2839;91130;Appartement;61;3
21537;7;;CHE;DESSOUS VIGNES NOUZET;2832;91230;Appartement;32;2
21538;18;;AV;VICTOR HUGO;2841;91860;Appartement;61;3
21539;3;;RUE;CAMILLE CLAUDEL;2818;91100;Appartement;74;4
21540;2;;RUE;DU CLOS GUINAULT;2828;91280;Appartement;77;3
21541;7;;RUE;NOTRE DAME;2833;91450;Appartement;50;3
21542;7;;RUE;DU ROLE;2820;91800;Appartement;82;3
21543;2;;PL;DU CHANOINE BOS;2839;91130;Appartement;78;4
21544;6;;RUE;MARCHAND;2818;91100;Appartement;54;3
21545;34;;RUE;DE SEINE;2818;91100;Appartement;72;3
21546;3;;RUE;PIERRE CURIE;2831;91560;Appartement;35;2
21547;2;;ALL;LUCIEN COUPAYE;2831;91560;Appartement;78;4
21548;67;;AV;DE BELLEVUE;2829;91210;Appartement;58;3
21549;6;;SQ;DE BRETAGNE;2825;91330;Appartement;57;3
21550;2;;CHE;DESSUS VIGNES NOUZET;2832;91230;Appartement;105;6
21551;184;;BD;JOHN KENNEDY;2818;91100;Appartement;45;2
21552;23;;RUE;DE LA CHATAIGNERAIE;2832;91230;Maison;100;5
21553;19;;RUE;DES ETANGS;2846;91750;Maison;79;4
21554;15;;VLA;LEONARD DE VINCI;2841;91860;Maison;67;3
21555;29;;QUAI;MAURICE RIQUIEZ;2818;91100;Appartement;36;1
21556;10;;PL;DE LA MAIRIE;2847;91810;Appartement;42;2
21557;11;;RUE;DE LA PRIEUREE;2817;91070;Appartement;74;3
21558;14;;AV;GALLIENI;2820;91800;Appartement;73;4
21559;2;;RUE;CHARLES DREZET;2818;91100;Appartement;23;1
21560;27;;RUE;BOILEAU;2831;91560;Appartement;67;4
21561;1;;AV;VICTOR HUGO;2841;91860;Appartement;63;3
21562;5;;ALL;DES PLATANES;2819;91800;Appartement;65;3
21563;5;;SQ;DES CEVENNES;2825;91330;Appartement;57;3
21564;6;;SQ;D'ANJOU;2825;91330;Appartement;57;3
21565;1;;RUE;GALILEE;2845;91250;Appartement;71;3
21566;190;;BD;JOHN KENNEDY;2818;91100;Appartement;60;3
21567;9;;RUE;DES PRIMEVERES;2825;91330;Appartement;81;4
21568;24;;RUE;DE LA REPUBLIQUE;2820;91800;Appartement;69;4
21569;27;;AV;DE LA REPUBLIQUE;2832;91230;Appartement;14;1
21570;9001;;PL;DE LA PYRAMIDE;2820;91800;Appartement;56;2
21571;111;;RUE;CHARLES DE GAULLE;2825;91330;Appartement;47;3
21572;7;;;PTE AVE DE LA PYRAMIDE;2820;91800;Appartement;45;2
21573;25;;ALL;JEAN PARIS DE MONTMARTEL;2841;91860;Maison;80;4
21574;6;;RUE;DE MILLY;2823;91540;Appartement;19;1
21575;23;;RUE;DU PETIT MENNECY;2823;91540;Appartement;30;1
21576;2;;VLA;DU POITOU;2841;91860;Appartement;73;4
21577;31;;RUE;LA FONTAINE;2823;91540;Appartement;27;1
21578;5;;RUE;DE LA MARIVOISE;2846;91750;Maison;93;5
21579;4;;RUE;DE VILLOISON;2818;91100;Appartement;42;2
21580;1;;RUE;DE LA DAME DU LAC;2843;91080;Appartement;76;3
21581;114;;RUE;DE GOURNAY;2818;91100;Appartement;67;1
21582;3;;RUE;ROYALE;2825;91330;Maison;96;5
21583;10;B;;CLOITRE ST SPIRE;2818;91100;Appartement;43;2
21584;54;;RUE;DE MONTGERON;2820;91800;Appartement;57;2
21585;4;;IMP;DE LA CLOSERIE;2825;91330;Maison;130;5
21586;22;;RUE;MERE MARIE PIA;2842;91480;Appartement;66;2
21587;2;;PL;VAILLANT COUTURIER;2818;91100;Appartement;94;4
21588;6;;ALL;DANTON;2834;91270;Maison;86;5
21589;55;;AV;GALLIENI;2820;91800;Appartement;62;4
21590;9001;;RES;LES MARELLES;2819;91800;Appartement;83;4
21591;26;;RUE;JEAN PIESTRE;2818;91100;Appartement;58;3
21592;4;;PL;LAVOISIER;2821;91000;Appartement;82;4
21593;11;;AV;DU MARECHAL NEY;2841;91860;Appartement;79;4
21594;22;;RUE;DU VIEUX MARCHE;2836;91250;Appartement;32;1
21595;3;;AV;JEAN JAURES;2831;91560;Appartement;37;1
21596;6;;PL;SAINT MEDARD;2820;91800;Appartement;48;2
21597;18;;AV;DE LA VENERIE;2832;91230;Appartement;126;5
21598;33;;RES;LES BOIS DU CERF;2822;91450;Appartement;98;4
21599;38;;RUE;ALPHONSE DAUDET;2821;91000;Appartement;62;3
21600;9001;;RUE;DU CLOS DES ABBESSES;2825;91330;Appartement;49;3
21601;6;;RUE;PIERRE LOTI;2825;91330;Appartement;73;3
21602;13;;RUE;DE L'ARCHE;2837;91090;Appartement;64;3
21603;46;;RUE;ST SPIRE;2818;91100;Appartement;10;0
21604;62;;RUE;FERAY;2818;91100;Appartement;34;2
21605;2;;RUE;THIROUX D ARCONVILLE;2831;91560;Appartement;68;3
21606;27;;RUE;DE LA REPUBLIQUE;2820;91800;Appartement;70;3
21607;190;;BD;JOHN KENNEDY;2818;91100;Appartement;62;3
21608;80;T;RUE;FERAY;2818;91100;Appartement;76;4
21609;14;;RUE;DES VALLEES;2820;91800;Appartement;82;4
21610;9;;RUE;PHILISBOURG;2820;91800;Appartement;77;3
21611;23;;AV;DE LA REPUBLIQUE;2832;91230;Appartement;16;1
21612;3;;SQ;BABORD;2843;91080;Maison;107;5
21613;6;;RES;LES ACACIAS;2823;91540;Appartement;96;5
21614;66;;RUE;DE L'ESSONNE;2821;91000;Appartement;46;2
21615;11;;ALL;DE LA BRIE;2837;91090;Maison;84;4
21616;59;;AV;DE LA REPUBLIQUE;2831;91560;Appartement;112;4
21617;25;;BD;DECAUVILLE;2821;91000;Appartement;42;2
21618;12;;;RES DU BOIS DES GODEAUX;2825;91330;Maison;72;4
21619;3;;VLA;DE LA MARELLE;2841;91860;Maison;56;3
21620;212;;BD;HENRI BARBUSSE;2829;91210;Appartement;83;4
21621;1;;RUE;DU BEL AIR;2834;91270;Appartement;74;3
21622;11;;RUE;NETTIE STEVENS;2821;91000;Appartement;37;2
21623;14;;RUE;RENE CASSIN;2818;91100;Appartement;58;3
21624;42;;RUE;JEAN-JACQUES ROUSSEAU;2818;91100;Appartement;40;2
21625;30;;RUE;DU MARQUIS DE RAIES;2843;91080;Appartement;31;1
21626;28;;RES;LES BOIS DU CERF;2822;91450;Maison;145;7
21627;2;;SQ;CHARLES BAUDELAIRE;2821;91000;Appartement;78;4
21628;44;;RUE;LA FONTAINE CORNAILLE;2842;91480;Appartement;62;3
21629;3;;RUE;ANDRE LALANDE;2821;91000;Appartement;27;1
21630;5;;AV;CARNOT;2818;91100;Appartement;22;2
21631;122;;RUE;DU GRAND MAURY;2828;91280;Maison;97;5
21632;1;;RES;LES MARELLES;2819;91800;Appartement;45;2
21633;16;;RUE;DU DOCTEUR VIGNES;2818;91100;Appartement;28;1
21634;32;;RUE;DE LA GRANGE;2825;91330;Appartement;60;3
21635;4;;RUE;DE L ECOLE;2821;91000;Appartement;47;2
21636;12;;RUE;DES TROIS PARTS;2817;91070;Appartement;61;3
21637;1;;RUE;DE LA POTERIE;2818;91100;Appartement;26;1
21638;7;;AV;GABRIELLE D'ESTREES;2826;91830;Appartement;129;6
21639;1;;ALL;JOHN FORD;2843;91080;Appartement;52;3
21640;13;;ALL;BOISSY D ANGLAS;2821;91000;Appartement;34;1
21641;5;;SQ;CAMILLE LANGEVIN;2821;91000;Appartement;81;4
21642;5;;ALL;ANDRE MALRAUX;2825;91330;Maison;99;5
21643;2;;CHE;DESSUS VIGNES NOUZET;2832;91230;Appartement;88;5
21644;4;;AV;DE L EGLISE;2821;91000;Appartement;73;3
21645;45;;RUE;DES 3 CHENES;2820;91800;Appartement;57;3
21646;4;;RES;LE PARC DE PETIT BOURG;2821;91000;Appartement;57;3
21647;305;;QUAI;AUX FLEURS;2821;91000;Appartement;65;3
21648;3;;RUE;DES FRENES;2818;91100;Appartement;28;1
21649;8;;RUE;CAPITAINE ROLAND DEPLANQUE;2845;91250;Maison;78;4
21650;123;;RUE;CHARLES DE GAULLE;2825;91330;Appartement;57;4
21651;43;B;RUE;CHARLES DE GAULLE;2817;91070;Maison;138;3
21652;36;;RUE;DE LA POSTE;2820;91800;Appartement;60;3
21653;39;;AV;DARBLAY;2818;91100;Appartement;63;3
21654;30;;BD;DU GENERAL DE GAULLE;2829;91210;Appartement;33;1
21655;21;;ALL;BOISSY D ANGLAS;2821;91000;Appartement;47;2
21656;4;;RUE;JULES VALLES;2821;91000;Appartement;55;2
21657;239;;AV;ROBERT LEUTHREAU;2848;91600;Maison;45;2
21658;28;;RUE;ROBERT SCHUMAN;2849;91200;Appartement;38;2
21659;39;;RUE;WURTZ;2850;91260;Appartement;35;3
21660;61;;RUE;ROBERT SCHUMAN;2849;91200;Appartement;72;3
21661;24;;RES;DU PARC PIERRE;2851;91700;Appartement;39;2
21662;9001;;RES;VOIE DU SUD;2852;91160;Appartement;82;5
21663;97;;RUE;EDOUARD VAILLANT;2849;91200;Appartement;50;2
21664;10;;RUE;JEAN-BAPTISTE CHARCOT;2853;91300;Appartement;78;4
21665;14;B;RUE;ANTOINE ROCCA;2851;91700;Maison;68;4
21666;76;;AV;JEAN JAURES;2848;91600;Appartement;23;1
21667;5;;RUE;MONTTESSUY;2850;91260;Appartement;49;3
21668;8;;RUE;AMPERE;2853;91300;Appartement;65;3
21669;2;;RUE;ELISEE RECLUS;2848;91600;Appartement;21;1
21670;11;;RUE;JEAN MOULIN;2854;91420;Maison;78;4
21671;15;B;RUE;CHARLES ROSSIGNOL;2848;91600;Maison;50;2
21672;4;;ALL;D'AUTRICHE;2853;91300;Appartement;96;5
21673;6;;RUE;DE LA DIVISION LECLERC;2855;91320;Appartement;43;2
21674;17;;RUE;DE LA PEUPLERAIE;2852;91160;Appartement;85;5
21675;1;;SQ;DE PROVENCE;2856;91380;Appartement;75;3
21676;69;;AV;DES FAUVETTES;2850;91260;Maison;109;5
21677;4;;RUE;CORVISART;2849;91200;Appartement;45;3
21678;12;;DOM;DU CHATEAU;2856;91380;Appartement;38;1
21679;29;;RUE;ADOLPHE ADAM;2852;91160;Appartement;88;4
21680;24;;RUE;DE L'ARPAJONNAIS;2857;91160;Appartement;50;2
21681;25;;CHE;DE LA MESSE;2858;91160;Appartement;24;2
21682;11;;RUE;GRANDE RIVE;2859;91170;Appartement;79;4
21683;3;;RUE;CHATEAUBRIAND;2848;91600;Appartement;46;2
21684;54;;AV;DE LA LIBERTE;2851;91700;Maison;100;5
21685;7;;AV;DE L ILE DE FRANCE;2856;91380;Appartement;82;4
21686;31;;AV;DE BRETAGNE;2859;91170;Appartement;60;3
21687;14;;RUE;DE LA RES DU CLOS PERAULT;2849;91200;Appartement;64;3
21688;1;;RUE;BERTRAND MAUPOME;2849;91200;Appartement;36;2
21689;9001;;RES;DE LA CROIX BLANCHE;2856;91380;Appartement;64;3
21690;22;;RUE;PASTEUR;2850;91260;Appartement;23;1
21691;9005;;RTE;D ANTONY;2855;91320;Appartement;68;3
21692;113;;RUE;PDT FRANCOIS MITTERRAND;2852;91160;Appartement;67;4
21693;6;;RUE;DES JARDINIERS;2849;91200;Appartement;84;4
21694;14;;AV;JEAN MERMOZ;2859;91170;Appartement;39;1
21695;6;;RUE;DE SEINE;2850;91260;Appartement;23;1
21696;18;;RUE;DE DRAVEIL;2850;91260;Appartement;19;1
21697;7;;RUE;VICTOR BASCH;2853;91300;Appartement;61;2
21698;34;;RUE;DES JARDINS;2858;91160;Maison;108;4
21699;10;;RUE;GUSTAVE LEGRAND;2852;91160;Appartement;68;3
21700;3;;RUE;PASTEUR;2860;91700;Appartement;67;4
21701;8;;ALL;JULES GUESDE;2853;91300;Appartement;79;4
21702;24;;AV;RAYMOND ARON;2853;91300;Appartement;67;3
21703;1;;RUE;BLAZY;2850;91260;Appartement;34;2
21704;6;;RUE;DE LONGJUMEAU;2858;91160;Appartement;62;3
21705;286;;RTE;DE CORBEIL;2851;91700;Appartement;49;2
21706;19;;RUE;G  ANTHONIOZ-DE GAULLE;2849;91200;Appartement;55;3
21707;9001;;RES;COMPIEGNE JUVISY;2861;91390;Appartement;72;3
21708;12;;AV;DE LA REPUBLIQUE;2849;91200;Appartement;59;2
21709;31;;RUE;HENRI DUNANT;2848;91600;Appartement;35;2
21710;13;;CHE;DU PLESSIS;2862;91350;Appartement;38;1
21711;9003;;CHE;DU MOULIN;2862;91350;Appartement;82;4
21712;50;;RUE;DE GRAVIGNY;2856;91380;Appartement;38;2
21713;29;;RUE;DE LA PLAINE BASSE;2849;91200;Maison;63;3
21714;4;;SQ;JEAN ZAY;2853;91300;Appartement;79;4
21715;4;;RUE;MICHEL VINCENT;2852;91160;Appartement;72;3
21716;13;;RUE;DE CHATILLON;2859;91170;Appartement;30;1
21717;21;;PL;DE L'UNION EUROPEENNE;2853;91300;Appartement;58;3
21718;19;;RUE;G  ANTHONIOZ-DE GAULLE;2849;91200;Appartement;56;3
21719;13;;ALL;DE SUEDE;2853;91300;Appartement;125;6
21720;125;;RUE;DE SAVIGNY;2854;91420;Maison;90;4
21721;114;;BD;ARISTIDE BRIAND;2848;91600;Maison;71;4
21722;2;;ALL;ALBERT THOMAS;2853;91300;Appartement;52;2
21723;7;;ALL;DU CIDRIER;2855;91320;Appartement;41;2
21724;47;;RUE;WURTZ;2850;91260;Appartement;35;2
21725;241;;AV;GABRIEL PERI;2851;91700;Appartement;31;1
21726;14;;RUE;JEAN RENOIR;2851;91700;Appartement;61;3
21727;18;;RUE;CARNOT;2859;91170;Appartement;21;1
21728;24;;RUE;HOCHE;2850;91260;Appartement;28;1
21729;4;;ALL;DES ERABLES;2854;91420;Appartement;54;3
21730;7;;RUE;DU PERRAY;2858;91160;Appartement;64;3
21731;4;;ALL;D'ARTOIS;2859;91170;Appartement;71;3
21732;29;;RUE;DES ROSSAYS;2848;91600;Appartement;53;2
21733;9001;;RES;VOIE DU SUD;2852;91160;Appartement;43;2
21734;3;;ALL;ERLANGER;2849;91200;Appartement;63;4
21735;33;;RUE;HENRI DUNANT;2848;91600;Appartement;47;1
21736;4;;RUE;GAUGUIN;2848;91600;Appartement;65;4
21737;7;;AV;DU 18 AVRIL;2849;91200;Appartement;22;1
21738;5;;RUE;PAUL ELUARD;2861;91390;Appartement;78;4
21739;39;;RUE;DE LA GAITE;2849;91200;Appartement;60;3
21740;30;;AV;DE SEQUIGNY;2863;91360;Appartement;65;3
21741;33;;RUE;PDT FRANCOIS MITTERRAND;2852;91160;Appartement;23;1
21742;2;T;RUE;PDT FRANCOIS MITTERRAND;2852;91160;Appartement;38;2
21743;2;;SQ;DE PROVENCE;2856;91380;Appartement;82;4
21744;6;;RUE;PAUL LAFARGUE;2864;91550;Appartement;52;2
21745;4;;RUE;DES PAQUERETTES;2860;91700;Maison;95;5
21746;12;;RUE;GAUGUIN;2848;91600;Appartement;67;4
21747;7;;RUE;FERNAND LEGER;2855;91320;Appartement;44;2
21748;6;;RUE;BOUGAINVILLE;2859;91170;Appartement;76;4
21749;63;;AV;ARISTIDE BRIAND;2854;91420;Appartement;28;2
21750;87;;BD;ARISTIDE BRIAND;2848;91600;Appartement;70;3
21751;7;;BD;DE BRETAGNE;2852;91160;Appartement;30;1
21752;1;;RUE;MARYSE BASTIE;2851;91700;Appartement;70;4
21753;21;;RUE;DES ROSSAYS;2848;91600;Appartement;57;3
21754;7;;RUE;VICTOR BASCH;2853;91300;Appartement;77;4
21755;31;B;RUE;ROBINE;2863;91360;Maison;91;6
21756;9002;;SQ;DE LA BRASSERIE;2859;91170;Appartement;65;3
21757;8;;AV;FRANCIS BERGERON;2848;91600;Appartement;59;3
21758;61;;RUE;JULES MASSENET;2854;91420;Appartement;14;1
21759;5;;RUE;DE DRAVEIL;2850;91260;Appartement;57;3
21760;53;;RUE;GEORGES MELIES;2851;91700;Appartement;54;3
21761;52;;AV;MARCEL SEMBAT;2849;91200;Appartement;42;2
21762;72;;AV;DE VERDUN;2864;91550;Appartement;29;1
21763;10;;ALL;MARIE MADELEINE FOURCADE;2851;91700;Maison;93;4
21764;16;;RUE;DES ECOLES;2852;91160;Appartement;61;3
21765;5;;RUE;DU CAPITAINE FERBER;2859;91170;Maison;85;4
21766;1;;RUE;MAURICE THOREZ;2853;91300;Appartement;78;4
21767;16;;AV;JACQUES CHIRAC;2849;91200;Appartement;79;4
21768;49;;RUE;DE LA DIVISION LECLERC;2865;91360;Appartement;72;4
21769;4;;;HAMEAU DES GRIVES;2849;91200;Maison;84;4
21770;124;;BD;ARISTIDE BRIAND;2848;91600;Appartement;19;1
21771;7;;AV;DE L ILE DE FRANCE;2856;91380;Appartement;70;3
21772;20;;RUE;DE NOS LOISIRS;2861;91390;Appartement;46;2
21773;11;;RUE;CHAMPLAIN;2859;91170;Maison;116;5
21774;47;;RUE;WURTZ;2850;91260;Appartement;27;1
21775;28;;RUE;DE SAVIGNY;2861;91390;Appartement;66;4
21776;5;;RUE;DU DAUPHINE;2853;91300;Appartement;73;4
21777;21;;RUE;MARCEAU;2861;91390;Appartement;66;3
21778;9;;RUE;GERMAINE TILLION;2854;91420;Appartement;68;3
21779;15;;RUE;LOUIS BLERIOT;2855;91320;Maison;118;5
21780;3;;ALL;DU DANEMARK;2853;91300;Appartement;76;3
21781;6;;ALL;JEAN OLIVIER NICOLAS;2850;91260;Appartement;48;2
21782;127;;AV;RENE CASSIN;2861;91390;Appartement;36;2
21783;16;;AV;JACQUES CHIRAC;2849;91200;Appartement;82;3
21784;7;;AV;DU GENERAL DE GAULLE;2852;91160;Appartement;128;4
21785;21;;RUE;DE LA PEUPLERAIE;2852;91160;Appartement;73;4
21786;14;;CHE;DE LA VIEILLE VIGNE;2853;91300;Appartement;72;3
21787;75;;RUE;DE JUVISY;2849;91200;Appartement;40;2
21788;7;;ALL;DU CIDRIER;2855;91320;Appartement;59;3
21789;7;;RUE;PAUL ELUARD;2861;91390;Appartement;78;4
21790;124;;AV;DU GENERAL DE GAULLE;2859;91170;Appartement;35;1
21791;3;;ALL;SAMUEL BECKETT;2855;91320;Appartement;46;2
21792;31;;VC;QUAI DE CHATILLON;2859;91170;Appartement;45;2
21793;18;;RUE;BLAZY;2850;91260;Appartement;60;3
21794;183;;RTE;DE CORBEIL;2851;91700;Appartement;77;3
21795;185;;RTE;DE LONGPONT;2851;91700;Appartement;58;3
21796;1;;RUE;DU LANGUEDOC;2853;91300;Appartement;53;3
21797;25;;RUE;DES ROSSAYS;2848;91600;Appartement;66;4
21798;52;;AV;SAINT MARC;2853;91300;Appartement;108;5
21799;51;;AV;MARE TAMBOUR;2863;91360;Maison;84;5
21800;17;;GR;GRANDE RUE;2865;91360;Appartement;25;1
21801;116;;BD;ARISTIDE BRIAND;2848;91600;Appartement;23;1
21802;18;;RUE;CARNOT;2859;91170;Appartement;33;1
21803;13;;RUE;DE SAVIGNY;2861;91390;Appartement;64;3
21804;2;;AV;DU GENERAL DE GAULLE;2850;91260;Appartement;34;2
21805;19;;RUE;MARIE CURIE;2856;91380;Appartement;51;3
21806;13;;PL;ANATOLE FRANCE;2850;91260;Appartement;62;4
21807;11;;ALL;D'OZONVILLE;2849;91200;Appartement;87;4
21808;9;T;RUE;DU GENERAL LECLERC;2854;91420;Appartement;63;3
21809;7;;RUE;EDMOND YVON;2849;91200;Appartement;35;1
21810;3;;RUE;DJANGO REINHARDT;2855;91320;Appartement;43;2
21811;11;B;AV;DE LA TERRASSE;2850;91260;Appartement;63;4
21812;40;;RUE;JEAN ZAY;2853;91300;Appartement;83;4
21813;5;;RUE;AMERIGO VESPUCCI;2853;91300;Appartement;58;3
21814;40;;AV;DU PDT SALVADOR ALLENDE;2853;91300;Appartement;75;4
21815;6;B;PL;HENRI DEUDON;2849;91200;Appartement;31;1
21816;95;;RUE;PDT FRANCOIS MITTERRAND;2852;91160;Appartement;35;2
21817;1;;PL;D'ALLEMAGNE;2853;91300;Appartement;48;2
21818;2;;RUE;DE MOSCOU;2853;91300;Appartement;74;4
21819;10;;RUE;GAUGUIN;2848;91600;Appartement;67;4
21820;16;;RUE;DE L AMIRAL MOUCHEZ;2855;91320;Appartement;34;2
21821;60;;RUE;GERMAINE ET ROGER LEFEVRE;2864;91550;Appartement;85;3
21822;26;;RES;DU PARC PIERRE;2851;91700;Appartement;39;2
21823;8;;CHE;DE LA VIEILLE VIGNE;2853;91300;Appartement;73;3
21824;4;;PL;SCHOELCHER;2852;91160;Appartement;50;2
21825;21;B;RUE;DES ROSSAYS;2848;91600;Appartement;57;3
21826;7;;RUE;DANIELLE CASANOVA;2859;91170;Appartement;43;2
21827;6;;RUE;GAUGUIN;2848;91600;Appartement;55;3
21828;36;;AV;MAZARIN;2856;91380;Appartement;82;4
21829;2;;RUE;JULES GUESDE;2848;91600;Appartement;63;3
21830;12;;RUE;DE MORSANG;2848;91600;Appartement;79;4
21831;159;;RTE;DE FLEURY;2859;91170;Appartement;38;2
21832;19;;RUE;DES PRIMEVERES;2860;91700;Maison;94;5
21833;5;;ALL;DES LILAS;2860;91700;Maison;121;5
21834;185;;RTE;DE LONGPONT;2851;91700;Appartement;48;3
21835;16;;RUE;GILBERT ROBERT;2855;91320;Appartement;42;2
21836;24;;RUE;DU DOCTEUR CALMETTE;2849;91200;Appartement;41;2
21837;7;A;RUE;GEORGES BRASSENS;2861;91390;Appartement;33;1
21838;51;;RUE;GEORGES MELIES;2851;91700;Appartement;53;3
21839;23;;RUE;DU MAIL;2848;91600;Appartement;15;1
21840;1;B;RUE;DU CANAL;2852;91160;Appartement;40;2
21841;6;;RUE;DE L'EPINETTE;2849;91200;Appartement;51;3
21842;2;;RUE;AMERIGO VESPUCCI;2853;91300;Appartement;42;2
21843;11;;RUE;DE LA DIVISION LECLERC;2866;91160;Maison;36;3
21844;14;T;RUE;DU GENERAL LECLERC;2854;91420;Appartement;47;2
21845;2;;AV;DU CHATEAU;2854;91420;Maison;65;4
21846;2;;RUE;GABRIEL BERTILLON;2852;91160;Appartement;67;3
21847;179;;RUE;DE LA COULEE VERTE;2867;91700;Appartement;63;3
21848;58;;BD;DE BELLEVUE;2850;91260;Appartement;42;2
21849;19;;RUE;DU REPOS;2863;91360;Maison;106;5
21850;33;;RUE;FRANCOEUR;2859;91170;Appartement;66;3
21851;4;;ALL;PIERRE DAC;2850;91260;Appartement;32;1
21852;10;;ALL;DE L'ABREUVOIR;2852;91160;Appartement;24;1
21853;43;;RUE;DES GAULOIS;2850;91260;Appartement;52;3
21854;286;;RTE;DE CORBEIL;2851;91700;Appartement;65;2
21855;4;;RUE;PASCAL;2855;91320;Appartement;66;4
21856;9;;RUE;FERNAND LEGER;2855;91320;Appartement;57;3
21857;2;;RUE;DES JARDINS;2858;91160;Maison;69;4
21858;30;;BD;HUSSON;2859;91170;Maison;135;5
21859;16;;BD;MEDER;2859;91170;Appartement;55;2
21860;14;;BD;MEDER;2859;91170;Appartement;76;4
21861;9;;AV;DE L ILE DE FRANCE;2856;91380;Appartement;97;5
21862;22;;RUE;GUSTAVE CAILLEBOTTE;2852;91160;Maison;79;3
21863;14;T;RUE;DU GENERAL LECLERC;2854;91420;Appartement;65;3
21864;3;;RUE;GEORGETTE CLAUS;2849;91200;Appartement;39;2
21865;58;;BD;DE BELLEVUE;2850;91260;Appartement;45;2
21866;1;;RUE;PIVER;2850;91260;Appartement;65;3
21867;24;;AV;CHARLIE CHAPLIN;2851;91700;Appartement;82;4
21868;36;;AV;MAZARIN;2856;91380;Appartement;72;2
21869;8;;RUE;PAUL CEZANNE;2854;91420;Appartement;25;1
21870;56;;AV;DES SABLONS;2859;91170;Appartement;18;1
21871;5;;RUE;DE L'AVENIR;2850;91260;Appartement;23;1
21872;20;;ALL;DU CLOS DE BALLAINVILLIERS;2852;91160;Maison;131;6
21873;14;;RES;DU PARC PIERRE;2851;91700;Appartement;67;4
21874;100;;RTE;DE CORBEIL;2863;91360;Appartement;28;1
21875;140;B;GR;GRANDE RUE;2865;91360;Appartement;55;3
21876;21;;RUE;MARCEAU;2861;91390;Appartement;43;2
21877;90;;AV;DU DOCTEUR ROUX;2861;91390;Appartement;45;2
21878;1;;RUE;DU CANAL;2852;91160;Appartement;45;2
21879;2;;RUE;DU NOYER RENARD;2849;91200;Appartement;51;3
21880;176;;RTE;D ANTONY;2855;91320;Appartement;68;3
21881;9001;;RES;COMPIEGNE JUVISY;2861;91390;Appartement;55;3
21882;18;;RUE;GILBERT ROBERT;2855;91320;Appartement;96;5
21883;41;;RUE;GEORGES MELIES;2851;91700;Appartement;45;2
21884;7;;RUE;FERNAND LEGER;2855;91320;Appartement;62;3
21885;62;;AV;DE LA LIBERTE;2851;91700;Appartement;87;4
21886;73;;RUE;DE L'ECOUTE S'IL PLEUT;2867;91700;Appartement;79;4
21887;8;;SQ;DU PORTUGAL;2853;91300;Appartement;76;3
21888;3;;RUE;DE LA FOSSE AU BOIS;2849;91200;Appartement;58;3
21889;32;;RUE;ALEXANDRE DUMAS;2850;91260;Appartement;60;3
21890;15;;ALL;DES SOURCES;2859;91170;Maison;143;5
21891;2;T;PL;GABRIEL FONTAINE;2854;91420;Appartement;49;2
21892;10;;DOM;DU CHATEAU;2856;91380;Appartement;64;3
21893;76;B;RUE;PDT FRANCOIS MITTERRAND;2852;91160;Appartement;50;2
21894;8;;AV;DE LA LIBERATION;2856;91380;Appartement;71;4
21895;58;;RUE;JEAN ARGELIES;2850;91260;Appartement;45;3
21896;1;;RUE;JEAN VIGO;2851;91700;Appartement;63;3
21897;1;;PL;SCHOELCHER;2852;91160;Appartement;70;3
21898;196;;RTE;DE CORBEIL;2851;91700;Appartement;30;1
21899;6;;PL;DE LA GARE;2848;91600;Appartement;80;3
21900;37;;AV;MARMONT;2859;91170;Appartement;65;4
21901;124;;BD;ARISTIDE BRIAND;2848;91600;Appartement;23;1
21902;10;;RUE;DE LA SAUSSAYE;2853;91300;Appartement;63;4
21903;4;;RUE;AMERIGO VESPUCCI;2853;91300;Appartement;64;3
21904;9001;;RES;DE LA CROIX BLANCHE;2856;91380;Appartement;78;4
21905;4;;RUE;LEONTINE SOHIER;2852;91160;Appartement;75;3
21906;4;;RUE;D'AJACCIO;2859;91170;Appartement;79;4
