id;commune;code_dept
0;SAINT-ETIENNE-DU-BOIS;1
1;CHEVRY;1
2;DIVONNE-LES-BAINS;1
3;PERON;1
4;VALSERHONE;1
5;CULOZ;1
6;ST-GENIS-POUILLY;1
7;OYONNAX;1
8;ST-GERMAIN-DE-JOUX;1
9;GEX;1
10;AMBERIEU-EN-BUGEY;1
11;CESSY;1
12;SAULT-BRENAZ;1
13;FERNEY-VOLTAIRE;1
14;SEGNY;1
15;LAGNIEU;1
16;LE POIZAT-LALLEYRIAT;1
17;BELLEY;1
18;ORNEX;1
19;DORTAN;1
20;PREVESSIN-MOENS;1
21;BRENOD;1
22;SAINT-JEAN-LE-VIEUX;1
23;NANTUA;1
24;SAINT-DENIS-EN-BUGEY;1
25;THOIRY;1
26;BELLIGNAT;1
27;PLATEAU D'HAUTEVILLE;1
28;LELEX;1
29;VESANCY;1
30;IZERNORE;1
31;ECHENEVEX;1
32;VERSONNEX;1
33;SAINT-VULBAS;1
34;COLLONGES;1
35;CHAMPAGNE-EN-VALROMEY;1
36;JUJURIEUX;1
37;MATAFELON-GRANGES;1
38;HAUT-VALROMEY;1
39;ARBENT;1
40;LOYETTES;1
41;MIJOUX;1
42;SERGY;1
43;FARGES;1
44;CROZET;1
45;VILLARS-LES-DOMBES;1
46;MEXIMIEUX;1
47;MONTCEAUX;1
48;MONTLUEL;1
49;JASSANS-RIOTTIER;1
50;BEAUREGARD;1
51;DAGNEUX;1
52;MIONNAY;1
53;VILLIEU-LOYES-MOLLON;1
54;CHAUNY;2
55;LAON;2
56;LA FERE;2
57;URCEL;2
58;SAINT GOBAIN;2
59;TERGNIER;2
60;FOLEMBRAY;2
61;SAINT QUENTIN;2
62;SOISSONS;2
63;COURMELLES;2
64;VIC SUR AISNE;2
65;VILLERS-COTTERETS;2
66;LARGNY SUR AUTOMNE;2
67;NANTEUIL LA FOSSE;2
68;VAILLY-SUR-AISNE;2
69;COEUVRES ET VALSERY;2
70;BELLEU;2
71;CHATEAU THIERRY;2
72;FERE EN TARDENOIS;2
73;MOULINS;3
74;YZEURE;3
75;CUSSET;3
76;VICHY;3
77;SISTERON;4
78;RIEZ;4
79;ENCHASTRAYES;4
80;CHATEAU-ARNOUX-SAINT-AUBAN;4
81;DIGNE-LES-BAINS;4
82;MONTCLAR;4
83;ALLOS;4
84;CASTELLANE;4
85;JAUSIERS;4
86;LE LAUZET UBAYE;4
87;SEYNE;4
88;SAINTE CROIX DU VERDON;4
89;FAUCON-DE-BARCELONNETTE;4
90;BARCELONNETTE;4
91;GREOUX-LES-BAINS;4
92;SAINT-MARTIN-DE-BROMES;4
93;PEIPIN;4
94;VOLX;4
95;FORCALQUIER;4
96;SELONNET;4
97;MANOSQUE;4
98;UVERNET-FOURS;4
99;NOYERS-SUR-JABRON;4
100;PIERRERUE;4
101;ORAISON;4
102;L ESCALE;4
103;VILLENEUVE;4
104;VALENSOLE;4
105;VOLONNE;4
106;SAINTE-TULLE;4
107;SAINT-ETIENNE-LES-ORGUES;4
108;DEMANDOLX;4
109;BARREME;4
110;LARAGNE-MONTEGLIN;5
111;SAINT-MICHEL-DE-CHAILLOL;5
112;MONTGARDIN;5
113;VARS;5
114;EMBRUN;5
115;SAINT-SAUVEUR;5
116;BRIANCON;5
117;ORCIERES;5
118;VALLOUISE-PELVOUX;5
119;L'ARGENTIERE-LA-BESSEE;5
120;GAP;5
121;LE DEVOLUY;5
122;LA CHAPELLE-EN-VALGAUDEMAR;5
123;ABRIES-RISTOLAS;5
124;LA SALLE;5
125;VEYNES;5
126;ANCELLE;5
127;LES ORRES;5
128;SERRES;5
129;RISOUL;5
130;CHORGES;5
131;PUY SAINT VINCENT;5
132;SAINT-BONNET-EN-CHAMPSAUR;5
133;NEVACHE;5
134;LE MONETIER-LES-BAINS;5
135;LA BATIE NEUVE;5
136;GUILLESTRE;5
137;SAVINES-LE-LAC;5
138;MONTGENEVRE;5
139;LAYE;5
140;PUY-SANIERES;5
141;SAINT-CHAFFREY;5
142;NICE;6
143;NICE;6
144;NICE;6
145;SAINT-ANDRE DE LA ROCHE;6
146;LA TRINITE;6
147;FALICON;6
148;NICE;6
149;MENTON;6
150;ROQUEBRUNE CAP MARTIN;6
151;BEAUSOLEIL;6
152;LA BRIGUE;6
153;SAORGE;6
154;TENDE;6
155;SOSPEL;6
156;CASTELLAR;6
157;CASTILLON;6
158;GORBIO;6
159;MOULINET;6
160;BREIL-SUR-ROYA;6
161;SAINTE-AGNES;6
162;VILLEFRANCHE-SUR-MER;6
163;ISOLA;6
164;PEONE;6
165;VALDEBLORE;6
166;BEAULIEU SUR MER;6
167;PEILLON;6
168;DRAP;6
169;L'ESCARENE;6
170;CAP-D AIL;6
171;VILLARS-SUR-VAR;6
172;SAINT-MARTIN-VESUBIE;6
173;BENDEJUN;6
174;SAINT-ETIENNE-DE-TINEE;6
175;SAINT-MARTIN-DU-VAR;6
176;CONTES;6
177;LA TURBIE;6
178;GUILLAUMES;6
179;PEILLE;6
180;EZE;6
181;GILETTE;6
182;ROQUEBILLIERE;6
183;COLOMARS;6
184;SAINT-JEAN-CAP-FERRAT;6
185;LEVENS;6
186;BEUIL;6
187;BERRE-LES-ALPES;6
188;TOUDON;6
189;BLAUSASC;6
190;BELVEDERE;6
191;LUCERAM;6
192;LANTOSQUE;6
193;ASPREMONT;6
194;LA BOLLENE-VESUBIE;6
195;RIMPLAS;6
196;CANTARON;6
197;CLANS;6
198;LA ROQUETTE SUR VAR;6
199;UTELLE;6
200;PUGET-THENIERS;6
201;LE CANNET;6
202;MOUANS-SARTOUX;6
203;VALLAURIS;6
204;ANTIBES;6
205;ANTIBES;6
206;LA ROQUETTE SUR SIAGNE;6
207;MOUGINS;6
208;BIOT;6
209;CANNES;6
210;CANNES;6
211;MANDELIEU-LA-NAPOULE;6
212;GRASSE;6
213;PEGOMAS;6
214;THEOULE-SUR-MER;6
215;CARROS;6
216;VENCE;6
217;SAINT-CEZAIRE-SUR-SIAGNE;6
218;LE BROC;6
219;SAINT-VALLIER-DE-THIEY;6
220;LA GAUDE;6
221;LE BAR-SUR-LOUP;6
222;VALBONNE;6
223;GREOLIERES;6
224;PEYMEINADE;6
225;ANDON;6
226;CAGNES SUR MER;6
227;VILLENEUVE-LOUBET;6
228;SAINT LAURENT DU VAR;6
229;LA COLLE SUR LOUP;6
230;SAINT-PAUL-DE-VENCE;6
231;SAINT-JUST-D'ARDECHE;7
232;VALS-LES-BAINS;7
233;BOURG-SAINT-ANDEOL;7
234;GRAVIERES;7
235;SALAVAS;7
236;AUBENAS;7
237;LA-VOULTE-SUR-RHONE;7
238;PRIVAS;7
239;CHARMES-SUR-RHONE;7
240;VALLON PONT D'ARC;7
241;LABEGUDE;7
242;RUOMS;7
243;LANAS;7
244;SAINT-SERNIN;7
245;SAINT-GEORGES-LES-BAINS;7
246;VIVIERS;7
247;SAINT-MONTAN;7
248;ST JULIEN EN ST ALBAN;7
249;SAINT-MARTIN-D' ARDECHE;7
250;TOURNON-SUR-RHONE;7
251;SAINT-PERAY;7
252;GUILHERAND-GRANGES;7
253;ANNONAY;7
254;SARRAS;7
255;FELINES;7
256;SAINT-JEAN-DE-MUZOLS;7
257;DAVEZIEUX;7
258;CHARLEVILLE-MEZIERES;8
259;GIVET;8
260;SAINT-LAURENT;8
261;RETHEL;8
262;SEDAN;8
263;CARIGNAN;8
264;BALAN;8
265;BAZEILLES;8
266;USTOU;9
267;SAVERDUN;9
268;FOIX;9
269;SAINT-JEAN-DU-FALGA;9
270;LUZENAC;9
271;AX-LES-THERMES;9
272;MIREPOIX;9
273;LAVELANET;9
274;PAMIERS;9
275;DAUMAZAN-SUR-ARIZE;9
276;SAINTE SAVINE;10
277;ROSIERES PRES TROYES;10
278;ROMILLY SUR SEINE;10
279;SAINT JULIEN LES VILLAS;10
280;SAINT ANDRE LES VERGERS;10
281;TROYES;10
282;TRAINEL;10
283;LA CHAPELLE ST LUC;10
284;BAR SUR AUBE;10
285;PONTSAINTE MARIE;10
286;NOGENT SUR SEINE;10
287;LES NOES PRES TROYES;10
288;COLOMBE LA FOSSE;10
289;DIENVILLE;10
290;CARCASSONNE;11
291;CASTELNAUDARY;11
292;PEXIORA;11
293;TREBES;11
294;LAVALETTE;11
295;LIMOUX;11
296;RENNES LES BAINS;11
297;FITOU;11
298;SIGEAN;11
299;PORT-LA-NOUVELLE;11
300;GRUISSAN;11
301;LEUCATE;11
302;NARBONNE;11
303;VINASSAN;11
304;FLEURY D AUDE;11
305;BOUTENAC;11
306;PEYRIAC DE MER;11
307;BAGES;11
308;LEZIGNAN-CORBIERES;11
309;SALLES D AUDE;11
310;MOUSSAN;11
311;COURSAN;11
312;LE MONASTERE;12
313;MARSEILLE 2EME;13
314;MARSEILLE 4EME;13
315;MARSEILLE 1ER;13
316;MARSEILLE 16EME;13
317;MARSEILLE 15EME;13
318;MARSEILLE 3EME;13
319;MARSEILLE 14EME;13
320;MARSEILLE 14EME;13
321;MARSEILLE 10EME;13
322;MARSEILLE 7EME;13
323;MARSEILLE 5EME;13
324;MARSEILLE 6EME;13
325;MARSEILLE 9EME;13
326;AUBAGNE;13
327;MARSEILLE 8EME;13
328;CARNOUX-EN-PROVENCE;13
329;CASSIS;13
330;ROQUEVAIRE;13
331;LA CIOTAT;13
332;LA DESTROUSSE;13
333;AURIOL;13
334;LA PENNE SUR HUVEAUNE;13
335;LA BOUILLADISSE;13
336;SAINT SAVOURNIN;13
337;ROQUEFORT LA BEDOULE;13
338;PEYPIN;13
339;GREASQUE;13
340;GEMENOS;13
341;CUGES LES PINS;13
342;MARSEILLE 13EME;13
343;MARSEILLE 12EME;13
344;PLAN DE CUQUES;13
345;MARSEILLE 11EME;13
346;MARSEILLE 12EME;13
347;ALLAUCH;13
348;MIRAMAS;13
349;SALON-DE-PROVENCE;13
350;AIX EN PROVENCE;13
351;ROUSSET;13
352;ENSUES-LA-REDONNE;13
353;CHATEAUNEUF-LES-MARTIGUES;13
354;VITROLLES;13
355;MARIGNANE;13
356;GIGNAC-LA-NERTHE;13
357;EYRAGUES;13
358;SAINT-REMY-DE-PROVENCE;13
359;ARLES;13
360;GRAVESON;13
361;EYGUIERES;13
362;CHATEAURENARD;13
363;CAEN;14
364;MERVILLE FRANCEVILLE;14
365;GRANDCAMP-MAISY;14
366;LISIEUX;14
367;HONFLEUR;14
368;TROUVILLE-SUR-MER;14
369;DIVES-SUR-MER;14
370;VILLERS-SUR-MER;14
371;DEAUVILLE;14
372;HOULGATE;14
373;PONT-L EVEQUE;14
374;BLONVILLE-SUR-MER;14
375;TOURGEVILLE;14
376;TOUQUES;14
377;BENERVILLE-SUR-MER;14
378;DOZULE;14
379;EQUEMAUVILLE;14
380;SAINT-ARNOULT;14
381;RIVIERE-SAINT-SAUVEUR (LA);14
382;ANGOULEME;16
383;RUELLE-SUR-TOUVRE;16
384;SOYAUX;16
385;BARBEZIEUX SAINT HILAIRE;16
386;L'ISLE D'ESPAGNAC;16
387;GOND PONTOUVRE;16
388;SAINT-MICHEL;16
389;SAINT-XANDRE;17
390;LA ROCHELLE;17
391;LAGORD;17
392;PERIGNY;17
393;CHATELAILLON-PLAGE;17
394;AYTRE;17
395;CLAVETTE;17
396;LOIX;17
397;SAINT-MARTIN-DE-RE;17
398;COURCON;17
399;LES PORTES-EN-RE;17
400;PUILBOREAU;17
401;DOMPIERRE-SUR-MER;17
402;MARANS;17
403;ARS-EN-RE;17
404;ANGOULINS;17
405;ROCHEFORT;17
406;TONNAY CHARENTE;17
407;FOURAS;17
408;SAINTES;17
409;SAUJON;17
410;SAINT-GEORGES-DE-DIDONNE;17
411;MESCHERS-SUR-GIRONDE;17
412;BARZAN;17
413;ST JEAN D'ANGELY;17
414;VIERZON;18
415;BOURGES;18
416;SAINT-FLORENT-SUR-CHER;18
417;MEHUN-SUR-YEVRE;18
418;MORTHOMIERS;18
419;ALLOUIS;18
420;SAINT-AMAND-MONTROND;18
421;AUBIGNY-SUR-NERE;18
422;TREIGNAC;19
423;TULLE;19
424;USSEL;19
425;BRIVE LA GAILLARDE;19
426;USSAC;19
427;SAINT-SORNIN-LAVOLPS;19
428;MALEMORT;19
429;SAINTE FEREOLE;19
430;DIJON;21
431;SAINT-BRIEUC;22
432;ERQUY;22
433;LAMBALLE-ARMOR;22
434;CHATELAUDREN-PLOUAGAT;22
435;LANGUEUX;22
436;PLOUFRAGAN;22
437;PLOUHA;22
438;PAIMPOL;22
439;PLENEUF-VAL-ANDRE;22
440;SAINT-QUAY-PORTRIEUX;22
441;PLERIN;22
442;BINIC-ETABLES-SUR-MER;22
443;HILLION;22
444;TREGUEUX;22
445;NOYAL;22
446;BEAUSSAIS-SUR-MER;22
447;DINAN;22
448;SAINT-CAST-LE-GUILDO;22
449;FREHEL;22
450;TADEN;22
451;LANCIEUX;22
452;PLANCOET;22
453;CAULNES;22
454;LANVALLAY;22
455;MATIGNON;22
456;BROONS;22
457;GUINGAMP;22
458;PLOUMAGOAR;22
459;PERROS-GUIREC;22
460;LANNION;22
461;TREGUIER;22
462;TREVOU-TREGUIGNEC;22
463;TREBEURDEN;22
464;PLESTIN-LES-GREVES;22
465;LOUDEAC;22
466;LA SOUTERRAINE;23
467;GUERET;23
468;PERIGUEUX;24
469;TRELISSAC;24
470;BOULAZAC ISLE MANOIRE;24
471;COULOUNIEIX-CHAMIERS;24
472;BERGERAC;24
473;PORT-SAINTE-FOY-ET-PONCHAPT;24
474;VAL DE LOUYRE ET CAUDEAU;24
475;LAMOTHE-MONTRAVEL;24
476;TERRASSON LAVILLEDIEU;24
477;SARLAT-LA-CANEDA;24
478;ROUFFIGNAC-ST-CERNIN-DE-REILHA;24
479;CASTELNAUD-LA-CHAPELLE;24
480;BESANCON;25
481;GENEUILLE;25
482;SAINT VIT;25
483;BOUSSIERES;25
484;MAMIROLLE;25
485;ROCHE LEZ BEAUPRE;25
486;MISEREY SALINES;25
487;BONNAY;25
488;DELUZ;25
489;LES AUXONS;25
490;BAUME LES DAMES;25
491;PONTARLIER;25
492;GRANGES NARBOZ;25
493;JOUGNE;25
494;VILLERS LE LAC;25
495;MORTEAU;25
496;LES HOPITAUX NEUFS;25
497;ROCHEJEAN;25
498;ORNANS;25
499;DOUBS;25
500;VALDAHON;25
501;LA CLUSE ET MIJOUX;25
502;METABIEF;25
503;ETALANS;25
504;MONTLEBON;25
505;MOUTHE;25
506;LES FOURGS;25
507;CHARQUEMONT;25
508;AUDINCOURT;25
509;SELONCOURT;25
510;HERIMONCOURT;25
511;MONTBELIARD;25
512;ROMANS-SUR-ISERE;26
513;VALENCE;26
514;MORAS-EN-VALLOIRE;26
515;MONTELIMAR;26
517;BOURG-DE-PEAGE;26
518;MONTBOUCHER-SUR-JABRON;26
519;BOURG LES VALENCE;26
520;CHABEUIL;26
516;CREST;26
521;DONZERE;26
522;SAINT-RAMBERT-D ALBON;26
523;DIEULEFIT;26
524;TULETTE;26
525;BEAUVALLON;26
526;MIRABEL-AUX-BARONNIES;26
527;LORIOL SUR DROME;26
528;PIERRELATTE;26
529;SAINT-PAUL-TROIS-CHATEAUX;26
530;MONTELIER;26
531;LIVRON SUR DROME;26
532;PORTES LES VALENCE;26
533;NYONS;26
534;SAUZET;26
535;SAINT-DONAT-SUR-L HERBASSE;26
536;ANCONE;26
537;SAINT-PANTALEON-LES-VIGNES;26
538;SAINT-AGNAN-EN-VERCORS;26
539;LA ROCHE DE GLUN;26
540;MOURS-SAINT-EUSEBE;26
541;SAINT VALLIER;26
542;PONT DE L ISERE;26
543;MERCUROL-VEAUNES;26
544;TAIN L HERMITAGE;26
545;BEAUMONT LES VALENCE;26
546;MONTSEGUR-SUR-LAUZON;26
547;PONSAS;26
548;GRAVIGNY;27
549;RUGLES;27
550;EZY SUR EURE;27
551;EVREUX;27
552;PACY-SUR-EURE;27
553;BUEIL;27
554;VERNON;27
555;ST MARCEL;27
556;CONCHES EN OUCHE;27
557;VERNEUIL D'AVRE ET D'ITON;27
558;GISORS;27
559;LES ANDELYS;27
560;LA TRINITE DE REVILLE;27
561;BEAUMONT LE ROGER;27
562;BERNAY;27
563;GAILLON;27
564;CHARTRES;28
565;GALLARDON;28
566;LE COUDRAY;28
567;EPERNON;28
568;MAINVILLIERS;28
569;TOURY;28
570;HANCHES;28
571;LEVES;28
572;GASVILLE OISEME;28
573;MAINTENON;28
574;LUCE;28
575;CHARTAINVILLIERS;28
576;ST PREST;28
577;GAS;28
578;AUNEAU-BLEURY-SAINT-SYMPHORIEN;28
579;LUISANT;28
580;JOUY;28
581;COURVILLE SUR EURE;28
582;CHATEAUDUN;28
583;ST DENIS-LANNERAY;28
584;DREUX;28
585;VERNOUILLET;28
586;LORMAYE;28
587;NOGENT-LE-ROI;28
588;ANET;28
589;CHAUDON;28
590;ST LUBIN DES JONCHERETS;28
591;CHATEAUNEUF EN THYMERAIS;28
592;ST REMY SUR AVRE;28
593;COULOMBS;28
594;NOGENT LE ROTROU;28
595;QUIMPER;29
596;DOUARNENEZ;29
597;QUIMPERLE;29
598;CONCARNEAU;29
599;PONT-AVEN;29
600;CLOHARS CARNOET;29
601;BREST;29
602;SAINT RENAN;29
603;DIRINON;29
604;LANDERNEAU;29
605;PLOUGASTEL-DAOULAS;29
606;CAMARET-SUR-MER;29
607;CROZON;29
608;SAINT-NIC;29
609;MORLAIX;29
610;LANDIVISIAU;29
611;CARANTEC;29
612;SAINT-MARTIN-DES-CHAMPS;29
613;PLOUGASNOU;29
614;ROSCOFF;29
615;PORTO-VECCHIO;2A
616;AJACCIO;2A
617;PROPRIANO;2A
618;AJACCIO;2A
619;SARTENE;2A
620;ZONZA;2A
621;BONIFACIO;2A
622;GROSSETO-PRUGNA;2A
623;LECCI;2A
624;ARBELLARA;2A
625;PIETROSELLA;2A
626;GROSSETO-PRUGNA;2A
627;VICO;2A
628;CASAGLIONE;2A
629;SARROLA-CARCOPINO;2A
630;ARGIUSTA-MORICCIO;2A
631;ALBITRECCIA;2A
632;SERRA-DI-FERRO;2A
633;CAURO;2A
634;PALNECA;2A
635;APPIETTO;2A
636;CALCATOGGIO;2A
637;PIANOTTOLI-CALDARELLO;2A
638;OTA;2A
639;BELVEDERE-CAMPOMORO;2A
640;SOTTA;2A
641;SARI-SOLENZARA;2A
642;LECCI;2A
643;OLMETO;2A
644;COTI-CHIAVARI;2A
645;CASALABRIVA;2A
646;TAVERA;2A
647;VICO;2A
648;QUENZA;2A
649;BASTELICACCIA;2A
650;PIANA;2A
651;COGGIA;2A
652;FRASSETO;2A
653;CUTTOLI-CORTICCHIATO;2A
654;SANTA-MARIA-SICHE;2A
655;COGGIA;2A
656;ALBITRECCIA;2A
657;VIGGIANELLO;2A
658;AJACCIO;2A
659;AREGNO;2B
660;L'ILE ROUSSE;2B
661;CERVIONE;2B
662;OLETTA;2B
663;LE GRAU DU ROI;30
664;AIGUES-MORTES;30
665;NIMES;30
666;NIMES;30
667;CALVISSON;30
668;DURFORT-ET-SAINT-MARTIN-DE-;30
669;VAUVERT;30
670;CAISSARGUES;30
671;MILHAUD;30
672;CLARENSAC;30
673;BOUILLARGUES;30
674;GARONS;30
675;SOMMIERES;30
676;SAINT ANDRE DE VALBORGNE;30
677;GALLARGUES-LE-MONTUEUX;30
678;BERNIS;30
679;AIGUES-VIVES;30
680;SAINT-DIONISY;30
681;GARRIGUES SAINTE EULALIE;30
682;SAUVE;30
683;LA CALMETTE;30
684;LASALLE;30
685;SAINT-LAURENT-D AIGOUZE;30
686;AUBORD;30
687;AIMARGUES;30
688;RODILHAN;30
689;SARDAN;30
690;CODOGNAN;30
691;ARRIGAS;30
692;QUISSAC;30
693;SAINT-GENIES-DE-MALGOIRES;30
694;CAVEIRAC;30
695;LE VIGAN;30
696;SUMENE;30
697;ST HIPPOLYTE DU FORT;30
698;UZES;30
699;GENERAC;30
700;LAUDUN-L ARDOISE;30
701;BELLEGARDE;30
702;BEAUCAIRE;30
703;VILLENEUVE LES AVIGNON;30
704;SAINT-NAZAIRE;30
705;MARGUERITTES;30
706;MEYNES;30
707;ROCHEFORT-DU-GARD;30
708;LES ANGLES;30
709;REMOULINS;30
710;POULX;30
711;PONT ST ESPRIT;30
712;ST GILLES;30
713;CASTILLON-DU-GARD;30
714;SAINT-HILAIRE-D OZILHAN;30
715;SAINT-PAULET-DE-CAISSON;30
716;SERNHAC;30
717;BAGNOLS SUR CEZE;30
718;SAZE;30
719;MONTAREN-ET-SAINT-MEDIERS;30
720;MONTFRIN;30
721;ROQUEMAURE;30
722;ALES;30
723;PORTES;30
724;MOLIERES-SUR-CEZE;30
725;BESSEGES;30
726;SAINT-FLORENT-SUR-AUZONNET;30
727;LA GRAND COMBE;30
728;ANDUZE;30
729;TOULOUSE;31
730;TOULOUSE;31
731;TOULOUSE;31
732;TOULOUSE;31
733;CASTELGINEST;31
734;FONBEAUZARD;31
735;BALMA;31
736;DREMIL LAFAGE;31
737;L UNION;31
738;AUCAMVILLE;31
739;FENOUILLET;31
740;ROUFFIAC TOLOSAN;31
741;GAGNAC SUR GARONNE;31
742;RAMONVILLE ST AGNE;31
743;ST JEAN;31
744;LAUNAGUET;31
745;FLOURENS;31
746;TOULOUSE;31
747;TOURNEFEUILLE;31
748;COLOMIERS;31
749;TOULOUSE;31
750;BLAGNAC;31
751;VILLEMUR SUR TARN;31
752;AUSSONNE;31
753;CUGNAUX;31
754;GRENADE SUR GARONNE;31
755;LA SALVETAT ST GILLES;31
756;MONDONVILLE;31
757;FRONTON;31
758;BEAUZELLE;31
759;BESSIERES;31
760;CASTANET TOLOSAN;31
761;VILLEFRANCHE-DE-LAURAGAIS;31
762;NAILLOUX;31
763;LABEGE;31
764;REVEL;31
765;ST ORENS DE GAMEVILLE;31
766;LANTA;31
767;LACROIX FALGARDE;31
768;AUZEVILLE-TOLOSANE;31
769;ESCALQUENS;31
770;MONTASTRUC LA CONSEILLERE;31
771;POMPERTUZAT;31
772;BAZIEGE;31
773;FROUZINS;31
774;AUCH;32
775;CONDOM;32
776;CAZAUBON;32
777;GIMONT;32
778;L ISLE JOURDAIN;32
779;BORDEAUX;33
780;SAINT AUBIN DE MEDOC;33
781;PAREMPUYRE;33
782;SAINT MEDARD EN JALLES;33
783;BORDEAUX;33
784;BORDEAUX;33
785;BRUGES;33
786;LACANAU;33
787;LE BOUSCAT;33
788;LE HAILLAN;33
789;EYSINES;33
790;LUDON MEDOC;33
791;MOULIS-EN-MEDOC;33
792;LE TAILLAN MEDOC;33
793;CASTELNAU-DE-MEDOC;33
794;BLANQUEFORT;33
795;MARGAUX CANTENAC;33
796;BORDEAUX;33
797;BEGLES;33
798;MERIGNAC;33
799;GRADIGNAN;33
800;TALENCE;33
801;PESSAC;33
802;VILLENAVE D ORNON;33
803;SAINT JEAN D ILLAC;33
804;MARTIGNAS SUR JALLE;33
805;CANEJAN;33
806;CESTAS;33
807;CADILLAC;33
808;BIGANOS;33
809;ARCACHON;33
810;CARBON BLANC;33
811;CADAUJAC;33
812;LA TESTE-DE-BUCH;33
813;GUJAN MESTRAS;33
814;CENON;33
815;FLOIRAC;33
816;TOULENNE;33
817;ANDERNOS-LES-BAINS;33
818;BORDEAUX;33
819;LORMONT;33
820;ARTIGUES-PRES-BORDEAUX;33
821;PAILLET;33
822;LEGE-CAP-FERRET;33
823;LE TEICH;33
824;ST SULPICE ET CAMEYRAC;33
825;CREON;33
826;SALLES;33
827;TRESSES;33
828;SAINT GERVAIS;33
829;ARES;33
830;FARGUES SAINT HILAIRE;33
831;LANGON;33
832;LEOGNAN;33
833;LEGE-CAP-FERRET;33
834;PREIGNAC;33
835;ST LOUIS DE MONTFERRAND;33
836;LATRESNE;33
837;AUDENGE;33
838;HAUX;33
839;AMBARES-ET-LAGRAVE;33
840;ST CAPRAIS DE BORDEAUX;33
841;LANTON;33
842;BARSAC;33
843;LE BARP;33
844;BASSENS;33
845;LANGOIRAN;33
846;YVRAC;33
847;MONTUSSAN;33
848;BAZAS;33
849;SAINT-ANDRE-DE-CUBZAC;33
850;CARIGNAN-DE-BORDEAUX;33
851;MIOS;33
852;LE TOURNE;33
853;MARCHEPRIME;33
854;LA TESTE-DE-BUCH;33
855;CASTRES GIRONDE;33
856;LESTIAC-SUR-GARONNE;33
857;LA BREDE;33
858;SAINT LOUBES;33
859;SAINTE EULALIE;33
860;GRIGNOLS;33
861;GENISSAC;33
862;LIBOURNE;33
863;CASTILLON-LA-BATAILLE;33
864;BLAYE;33
865;PINEUILH;33
866;SAINT-YZAN-DE-SOUDIAC;33
867;SAINT-QUENTIN-DE-BARON;33
868;SAINT-SAVIN;33
869;COUTRAS;33
870;ST-SEURIN-SUR-L ISLE;33
871;SAINTE-FOY-LA-GRANDE;33
872;SAINT-CIERS-SUR-GIRONDE;33
873;VAYRES;33
874;LA REOLE;33
875;SAINT-MACAIRE;33
876;SAUVETERRE-DE-GUYENNE;33
877;CARCANS;33
878;SOULAC-SUR-MER;33
879;HOURTIN;33
880;SAINT LAURENT MEDOC;33
881;LE VERDON SUR MER;33
882;LESPARRE-MEDOC;33
883;VERTHEUIL;33
884;SAINT-VIVIEN-DE-MEDOC;33
885;MONTPELLIER;34
886;MONTPELLIER;34
887;MONTPELLIER;34
888;MONTPELLIER;34
889;PALAVAS-LES-FLOTS;34
890;MAUGUIO;34
891;JUVIGNAC;34
892;PEROLS;34
893;LE CRES;34
894;LA GRANDE MOTTE;34
895;CASTELNAU LE LEZ;34
896;LATTES;34
897;SAINT-AUNES;34
898;SAINT-JEAN-DE-VEDAS;34
899;GRABELS;34
900;FRONTIGNAN;34
901;SETE;34
902;VIC-LA-GARDIOLE;34
903;BOUZIGUES;34
904;BALARUC LES BAINS;34
905;VENDARGUES;34
906;GANGES;34
907;LUNEL;34
908;CLERMONT L HERAULT;34
909;SAINT-GELY-DU-FESC;34
910;MEZE;34
911;SUSSARGUES;34
912;MARSILLARGUES;34
913;GIGEAN;34
914;JACOU;34
915;MAS-DE-LONDRES;34
916;SAINT CLEMENT DE RIVIERE;34
917;CASTRIES;34
918;BAILLARGUES;34
919;POUSSAN;34
920;LAROQUE;34
921;MONTBAZIN;34
922;PRADES-LE-LEZ;34
923;BEAULIEU;34
924;BALARUC LE VIEUX;34
925;SAINT-SERIES;34
926;VILLENEUVE-LES-MAGUELONE;34
927;SAINT-BRES;34
928;PLAISSAN;34
929;LODEVE;34
930;SAINT-FELIX-DE-LODEZ;34
931;LOUPIAN;34
932;CAZILHAC;34
933;SAINT PAUL ET VALMALLE;34
934;SAINT-ANDRE-DE-SANGONIS;34
935;POUZOLS;34
936;ASSAS;34
937;ENTRE-VIGNES;34
938;NEBIAN;34
939;SAINT-DREZERY;34
940;GIGNAC;34
941;MONTPEYROUX;34
942;MONTARNAUD;34
943;VALRAS-PLAGE;34
944;CESSERAS;34
945;BEZIERS;34
946;SERIGNAN;34
947;AGDE;34
948;PEZENAS;34
949;MARSEILLAN;34
950;BEDARIEUX;34
951;VENDRES;34
952;VIAS;34
953;PUISSERGUIER;34
954;CAUX;34
955;MONTADY;34
956;LAMALOU-LES-BAINS;34
957;BOUJAN-SUR-LIBRON;34
958;PORTIRAGNES;34
959;POMEROLS;34
960;PACE;35
961;BOURGBARRE;35
962;RENNES;35
963;BETTON;35
964;CESSON-SEVIGNE;35
965;RENNES;35
966;NOYAL-CHATILLON-SUR-SEICHE;35
967;RENNES;35
968;CHANTEPIE;35
969;VEZIN-LE-COQUET;35
970;BRUZ;35
971;CHARTRES-DE-BRETAGNE;35
972;ST JACQUES DE LA LANDE;35
973;SAINT-GREGOIRE;35
974;VERN-SUR-SEICHE;35
975;LA CHAPELLE DES FOUGERETZ;35
976;PONT-PEAN;35
977;ACIGNE;35
978;PARTHENAY-DE-BRETAGNE;35
