id;commune;code_dept
2020;BELLEVILLE-EN-BEAUJOLAIS;69
2021;SAINT-FORGEUX;69
2022;AMPLEPUIS;69
2023;VILLE SUR JARNIOUX;69
2024;SAINT-JULIEN;69
2025;LEGNY;69
2026;VAL D'OINGT;69
2027;CERCIE;69
2028;LUCENAY;69
2029;CHESSY;69
2030;MARCY;69
2031;LUXEUIL-LES-BAINS;70
2032;HERICOURT;70
2033;LURE;70
2034;SAINT-SAUVEUR;70
2035;CHALONVILLARS;70
2036;VILLERSEXEL;70
2037;CHAGEY;70
2038;VESOUL;70
2039;NOIDANS-LES-VESOUL;70
2040;NAVENNE;70
2041;RIOZ;70
2042;PUSEY;70
2043;ECHENOZ-LA-MELINE;70
2044;ARC-LES-GRAY;70
2045;MACON;71
2046;TOURNUS;71
2047;CLUNY;71
2048;MONTCHANIN;71
2049;SAINT-DESERT;71
2050;CHALON-SUR-SAONE;71
2051;GIVRY;71
2052;SAINT-REMY;71
2053;MONTCEAU LES MINES;71
2054;SAINT VALLIER;71
2055;CHAGNY;71
2056;CHAROLLES;71
2057;PARAY LE MONIAL;71
2058;CHAUFFAILLES;71
2059;DIGOIN;71
2060;AUTUN;71
2061;LE CREUSOT;71
2062;BLANZY;71
2063;SAINT SERNIN DU BOIS;71
2064;LOUHANS;71
2065;LE MANS;72
2066;RUAUDIN;72
2067;ALLONNES;72
2068;LE MANS;72
2069;PARIGNE L EVEQUE;72
2070;MULSANNE;72
2071;MONTVAL-SUR-LOIR;72
2072;MONTFORT-LE-GESNOIS;72
2073;SAINT CALAIS;72
2074;SAINT MARS D OUTILLE;72
2075;SABLE SUR SARTHE;72
2076;NOYEN SUR SARTHE;72
2077;LA FLECHE;72
2078;AUBIGNE RACAN;72
2079;CLERMONT CREANS;72
2080;LA FERTE BERNARD;72
2081;CHAMPFLEUR;72
2082;MAMERS;72
2083;BEAUMONT SUR SARTHE;72
2084;AIX LES BAINS;73
2085;LA PLAGNE TARENTAISE;73
2086;SAINT-JEOIRE-PRIEURE;73
2087;LES BELLEVILLE;73
2088;VAL CENIS;73
2089;EPIERRE;73
2090;ALBERTVILLE;73
2091;VALLOIRE;73
2092;SAINT FRANCOIS LONGCHAMP;73
2093;VALMEINIER;73
2094;LA RAVOIRE;73
2095;BARBY;73
2096;VAL-D ISERE;73
2097;LES ALLUES;73
2098;CHAMBERY;73
2099;MONTVALEZAN;73
2100;TIGNES;73
2101;MODANE;73
2102;AUSSOIS;73
2103;BOURG-SAINT-MAURICE;73
2104;MOUXY;73
2105;AIME LA PLAGNE;73
2106;BASSENS;73
2107;HAUTELUCE;73
2108;COURCHEVEL;73
2109;SAINT-JEAN-D ARVEY;73
2110;VILLARD SUR DORON;73
2111;ENTRELACS;73
2112;VOGLANS;73
2113;TRESSERVE;73
2114;FLUMET;73
2115;LA MOTTE SERVOLEX;73
2116;PRALOGNAN-LA-VANOISE;73
2117;LES AVANCHERS VALMOREL;73
2118;BARBERAZ;73
2119;ALBIEZ-MONTROND;73
2120;GAILLARD;74
2121;LA BALME DE SILLINGY;74
2122;ANNECY;74
2123;FAVERGES-SEYTHENEX;74
2124;ANNECY;74
2125;MANIGOD;74
2126;ANNECY;74
2127;LE GRAND BORNAND;74
2128;VALLEIRY;74
2129;VEYRIER-DU-LAC;74
2130;DOUSSARD;74
2131;ANNEMASSE;74
2132;ANNECY;74
2133;NEYDENS;74
2134;ARGONAY;74
2135;RUMILLY;74
2136;VETRAZ-MONTHOUX;74
2137;MONNETIER-MORNEX;74
2138;COLLONGES-SOUS-SALEVE;74
2139;VILLE-LA-GRAND;74
2140;LUCINGES;74
2141;BONNE;74
2142;POISY;74
2143;CHENEX;74
2144;SAINT-JULIEN-EN-GENEVOIS;74
2145;LA CLUSAZ;74
2146;THONES;74
2147;ANNECY;74
2148;ALLONZIER-LA-CAILLE;74
2149;EPAGNY METZ-TESSY;74
2150;DUINGT;74
2151;COPPONEX;74
2152;ARCHAMPS;74
2153;GROISY;74
2154;VIRY;74
2155;MENTHON-SAINT-BERNARD;74
2156;CHAMONIX MONT BLANC;74
2157;VIUZ-EN-SALLAZ;74
2158;PRAZ SUR ARLY;74
2159;LA ROCHE SUR FORON;74
2160;SCIONZIER;74
2161;COMBLOUX;74
2162;THYEZ;74
2163;LES CONTAMINES MONTJOIE;74
2164;MONT-SAXONNEX;74
2165;ONNION;74
2166;SAINT GERVAIS LES BAINS;74
2167;SALLANCHES;74
2168;ARACHES LA FRASSE;74
2169;SERVOZ;74
2170;TANINGES;74
2171;LES GETS;74
2172;MEGEVE;74
2173;BONNEVILLE;74
2174;PASSY;74
2175;CLUSES;74
2176;MORILLON;74
2177;MARIGNIER;74
2178;SAMOENS;74
2179;VALLORCINE;74
2180;DEMI-QUARTIER;74
2181;CORNIER;74
2182;LES HOUCHES;74
2183;PASSY;74
2184;LA TOUR;74
2185;MIEUSSY;74
2186;AMANCY;74
2187;VERCHAIX;74
2188;SAINT-JEOIRE;74
2189;CORDON;74
2190;SAINT-PIERRE-EN-FAUCIGNY;74
2191;CONTAMINE-SUR-ARVE;74
2192;GLIERES-VAL-DE-BORNE;74
2193;MARNAZ;74
2194;EVIAN-LES-BAINS;74
2195;SAINT-PAUL-EN-CHABLAIS;74
2196;SAINT-JEAN-D'AULPS;74
2197;SAINT-ETIENNE-DU-ROUVRAY;76
2198;ROUEN;76
2199;ROUEN;76
2200;MESNIL-ESNARD (LE);76
2201;GRAND QUEVILLY (LE);76
2202;BONSECOURS;76
2203;PETIT QUEVILLY (LE);76
2204;PETIT-COURONNE (LE);76
2205;SOTTEVILLE-LES-ROUEN;76
2206;CAUDEBEC-LES-ELBEUF;76
2207;ELBEUF;76
2208;TOURVILLE-LA-RIVIERE;76
2209;SAINT PIERRE LES ELBEUF;76
2210;AMFREVILLE-LA-MIVOIE;76
2211;MONT-SAINT-AIGNAN;76
2212;MAROMME;76
2213;DARNETAL;76
2214;CANTELEU;76
2215;BARENTIN;76
2216;BOIS GUILLAUME;76
2217;SAINT-LEGER-DU-BOURG-DENIS;76
2218;DEVILLE-LES-ROUEN;76
2219;BIHOREL;76
2220;NOTRE-DAME-DE-BONDEVILLE;76
2221;VILLERS ECALLES;76
2222;DIEPPE;76
2223;ARQUES-LA-BATAILLE;76
2224;LE TREPORT;76
2225;EU;76
2226;DIEPPE;76
2227;LE HAVRE;76
2228;LE HAVRE;76
2229;LE HAVRE;76
2230;STE ADRESSE;76
2231;HARFLEUR;76
2232;MONTIVILLIERS;76
2233;GRUCHET-LE-VALASSE;76
2234;SAINT-ROMAIN-DE-COLBOSC;76
2235;SAINT-LAURENT-DE-BREVEDENT;76
2236;FECAMP;76
2237;LANQUETOT;76
2238;LILLEBONNE;76
2239;ETRETAT;76
2240;PORT-JEROME-SUR-SEINE;76
2241;GONFREVILLE L ORCHER;76
2242;MANIQUERVILLE;76
2243;BOLBEC;76
2244;BREAUTE;76
2245;FORGES-LES-EAUX;76
2246;GOURNAY-EN-BRAY;76
2247;RIVES-EN-SEINE;76
2248;SAINT-VALERY-EN-CAUX;76
2249;YVETOT;76
2250;SAINT-PIERRE-EN-PORT;76
2251;SAINT MARTIN AUX BUNEAUX;76
2252;YERVILLE;76
2253;GREMONVILLE;76
2254;SERVON;77
2255;OZOIR LA FERRIERE;77
2256;MELUN;77
2257;TOURNAN-EN-BRIE;77
2258;VAUX-LE-PENIL;77
2259;LE MEE SUR SEINE;77
2260;BRIE COMTE ROBERT;77
2261;CHAMPEAUX;77
2262;COMBS LA VILLE;77
2263;LIEUSAINT;77
2264;SAINT-FARGEAU-PONTHIERRY;77
2265;LESIGNY;77
2266;BARBIZON;77
2267;GRETZ-ARMAINVILLIERS;77
2268;REAU;77
2269;SAVIGNY-LE-TEMPLE;77
2270;NANDY;77
2271;PRESLES-EN-BRIE;77
2272;PONTAULT COMBAULT;77
2273;GUIGNES;77
2274;CHARTRETTES;77
2275;DAMMARIE LES LYS;77
2276;CESSON;77
2277;GRISY-SUISNES;77
2278;CHATELET-EN-BRIE (LE);77
2279;ROCHETTE(LA);77
2280;MACHAULT;77
2281;ROISSY-EN-BRIE;77
2282;PRINGY;77
2283;SOLERS;77
2284;MOISSY-CRAMAYEL;77
2285;MONTEREAU FAULT YONNE;77
2286;SAINT-PIERRE-LES-NEMOURS;77
2287;MONTIGNY-SUR-LOING;77
2288;FONTAINEBLEAU;77
2289;ANDREZEL;77
2290;AVON;77
2291;BOMBON;77
2292;NEMOURS;77
2293;SOIGNOLLES-EN-BRIE;77
2294;HERICY;77
2295;COUBERT;77
2296;MORET-LOING-ET-ORVANNE;77
2297;SAMOIS SUR SEINE;77
2298;NOISY-SUR-ECOLE;77
2299;CHEVRY-COSSIGNY;77
2300;EVRY-GREGY-SUR-YERRE;77
2301;CHAUMES-EN-BRIE;77
2302;CHAMPAGNE SUR SEINE;77
2303;SEINE-PORT;77
2304;FAVIERES;77
2305;MORMANT;77
2306;VOULX;77
2307;ACHERES-LA-FORET;77
2308;CHAMPDEUIL;77
2309;SOUPPES-SUR-LOING;77
2310;PONTCARRE;77
2311;SAINT-MAMMES;77
2312;SAINT-SAUVEUR-SUR-ECOLE;77
2313;SIVRY-COURTRY;77
2314;BOIS LE ROI;77
2315;SAINT-MARTIN-EN-BIERE;77
2316;REBAIS;77
2317;FONTENAY-TRESIGNY;77
2318;COULOMMIERS;77
2319;QUINCY-VOISINS;77
2320;JOUY-SUR-MORIN;77
2321;LA FERTE SOUS JOUARRE;77
2322;ESBLY;77
2323;CITRY;77
2324;CROUY-SUR-OURCQ;77
2325;MORTCERF;77
2326;ROZAY-EN-BRIE;77
2327;MARY-SUR-MARNE;77
2328;COUILLY-PONT-AUX-DAMES;77
2329;CRECY LA CHAPELLE;77
2330;BASSEVELLE;77
2331;CONDE-SAINTE-LIBIAIRE;77
2332;FERTE-GAUCHER (LA);77
2333;VILLENEUVE-SAINT-DENIS;77
2334;DOUY-LA-RAMEE;77
2335;SAINT-SIMEON;77
2336;BEAUTHEIL-SAINTS;77
2337;VILLIERS-SUR-MORIN;77
2338;JOUARRE;77
2339;CANNES-ECLUSE;77
2340;GENEVRAYE (LA);77
2341;CLAYE-SOUILLY;77
2342;MEAUX;77
2343;SAINT THIBAULT DES VIGNES;77
2344;TORCY;77
2345;CHELLES;77
2346;VILLEPARISIS;77
2347;LONGPERRIER;77
2348;BUSSY-SAINT-GEORGES;77
2349;SERRIS;77
2350;MONTEVRAIN;77
2351;NOISIEL;77
2352;ANNET-SUR-MARNE;77
2353;POMPONNE;77
2354;COLLEGIEN;77
2355;VARREDDES;77
2356;LAGNY-SUR-MARNE;77
2357;CHAMPS-SUR-MARNE;77
2358;EMERAINVILLE;77
2359;BUSSY-SAINT-MARTIN;77
2360;SAINT-PATHUS;77
2361;DAMMARTIN-EN-GOELE;77
2362;VAIRES SUR MARNE;77
2363;LOGNES;77
2364;CHANTELOUP EN BRIE;77
2365;MAGNY-LE-HONGRE;77
2366;COUPVRAY;77
2367;VILLENOY;77
2368;THORIGNY SUR MARNE;77
2369;BAILLY-ROMAINVILLIERS;77
2370;LE PIN;77
2371;CREGY-LES-MEAUX;77
2372;CHESSY;77
2373;VILLENEUVE SOUS DAMMARTIN;77
2374;BROU-SUR-CHANTEREINE;77
2375;VILLEVAUDE;77
2376;FERRIERES-EN-BRIE;77
2377;MITRY MORY;77
2378;NANTEUIL-LES-MEAUX;77
2379;DAMPMART;77
2380;NANTOUILLET;77
2381;CHARMENTRAY;77
2382;TRILPORT;77
2383;SAINT-MARD;77
2384;SAINT-SOUPPLETS;77
2385;OISSERY;77
2386;OTHIS;77
2387;JOSSIGNY;77
2388;COURTRY;77
2389;CROISSY-BEAUBOURG;77
2390;TRILBARDOU;77
2391;GOUVERNES;77
2392;POINCY;77
2393;CARNETIN;77
2394;CHAUCONIN-NEUFMONTIERS;77
2395;GUERMANTES;77
2396;CHAMBRY;77
2397;MESSY;77
2398;THIEUX;77
2399;ISLES-LES-VILLENOY;77
2400;PROVINS;77
2401;GASTINS;77
2402;NANGIS;77
2403;MOUY-SUR-SEINE;77
2404;ORMES-SUR-VOULZIE (LES);77
2405;MOUSSEAUX-LES-BRAY;77
2406;MAISON-ROUGE;77
2407;VERSAILLES;78
2408;SAINT-CYR-L ECOLE;78
2409;BOIS D ARCY;78
2410;VIROFLAY;78
2411;MONTIGNY LE BRETONNEUX;78
2412;VELIZY VILLACOUBLAY;78
2413;TRAPPES;78
2414;GUYANCOURT;78
2415;FONTENAY LE FLEURY;78
2416;LE CHESNAY-ROCQUENCOURT;78
2417;JOUY EN JOSAS;78
2418;BUC;78
2419;CHATEAUFORT;78
2420;MARLY-LE-ROI;78
2421;VESINET (LE);78
2422;PLAISIR;78
2423;CLAYES-SOUS-BOIS (LES);78
2424;MAISONS-LAFFITTE;78
2425;SARTROUVILLE;78
2426;LOUVECIENNES;78
2427;CROISSY SUR SEINE;78
2428;CARRIERES SUR SEINE;78
2429;HOUILLES;78
2430;ETANG-LA-VILLE (L );78
2431;CHATOU;78
2432;VILLEPREUX;78
2433;PORT-MARLY (LE);78
2434;MONTESSON;78
2435;MESNIL-LE-ROI (LE);78
2436;BOUGIVAL;78
2437;CELLE-SAINT-CLOUD (LA);78
2438;NOISY LE ROI;78
2439;SAINT-NOM-LA-BRETECHE;78
2440;CHAVENAY;78
2441;BAILLY;78
2442;FEUCHEROLLES;78
2443;CONFLANS SAINTE HONORINE;78
2444;MAURECOURT;78
2445;PECQ (LE);78
2446;ANDRESY;78
2447;SAINT-GERMAIN-EN-LAYE;78
2448;ORGEVAL;78
2449;MAULE;78
2450;POISSY;78
2451;TRIEL SUR SEINE;78
2452;MEULAN-EN-YVELINES;78
2453;CARRIERES SOUS POISSY;78
2454;VERNEUIL SUR SEINE;78
2455;MUREAUX (LES);78
2456;ACHERES;78
2457;MAREIL-MARLY;78
2458;VILLENNES-SUR-SEINE;78
2459;VERNOUILLET;78
2460;AUBERGENVILLE;78
2461;BOUAFLE;78
2462;CHANTELOUP-LES-VIGNES;78
2463;MORAINVILLIERS;78
2464;ECQUEVILLY;78
2465;SAINT-GERMAIN-EN-LAYE;78
2466;VAUX-SUR-SEINE;78
2467;MEZY-SUR-SEINE;78
2468;CHAMBOURCY;78
2469;CRESPIERES;78
2470;NEZEL;78
2471;FLINS-SUR-SEINE;78
2472;EPONE;78
2473;MANTES-LA-JOLIE;78
2474;BUCHELAY;78
2475;MEZIERES-SUR-SEINE;78
2476;MANTES-LA-VILLE;78
2477;HOUDAN;78
2478;FONTENAY-SAINT-PERE;78
2479;LIMAY;78
2480;ISSOU;78
2481;FRENEUSE;78
2482;MAULETTE;78
2483;PERDREAUVILLE;78
2484;BENNECOURT;78
2485;GARGENVILLE;78
2486;SEPTEUIL;78
2487;RICHEBOURG;78
2488;BONNIERES-SUR-SEINE;78
2489;LIMETZ-VILLEZ;78
2490;GUERVILLE;78
2491;JUZIERS;78
2492;SAINT-MARTIN-DES-CHAMPS;78
2493;MAGNANVILLE;78
2494;ORVILLIERS;78
2495;MAUREPAS;78
2496;ELANCOURT;78
2497;CERNAY-LA-VILLE;78
2498;MESNIL-SAINT-DENIS (LE);78
2499;MAGNY-LES-HAMEAUX;78
2500;RAMBOUILLET;78
2501;SAINT-LEGER-EN-YVELINES;78
2502;ESSARTS-LE-ROI (LES);78
2503;BEYNES;78
2504;THOIRY;78
2505;JOUARS-PONTCHARTRAIN;78
2506;GALLUIS;78
2507;SAINT-GERMAIN-DE-LA-GRANGE;78
2508;NEAUPHLE-LE-CHATEAU;78
2509;CHEVREUSE;78
2510;SAINT-ARNOULT-EN-YVELINES;78
2511;MAREIL-LE-GUYON;78
2512;MESNULS (LES);78
2513;SAINT-REMY-LES-CHEVREUSE;78
2514;VOISINS-LE-BRETONNEUX;78
2515;QUEUE-LES-YVELINES (LA);78
2516;GAZERAN;78
2517;COIGNIERES;78
2518;MONTFORT-L AMAURY;78
2519;BULLION;78
2520;VILLIERS-SAINT-FREDERIC;78
2521;PERRAY-EN-YVELINES (LE);78
2522;TREMBLAY-SUR-MAULDRE (LE);78
2523;BONNELLES;78
2524;VERRIERE (LA);78
2525;ROCHEFORT-EN-YVELINES;78
2526;DAMPIERRE-EN-YVELINES;78
2527;PARTHENAY;79
2528;NIORT;79
2529;EXIREUIL;79
2530;CHAURAY;79
2531;ST MAIXENT L ECOLE;79
2532;LES FORGES;79
2533;BRESSUIRE;79
2534;FRONTENAY-ROHAN-ROHAN;79
2535;AMIENS;80
2536;AMIENS;80
2537;LONGUEAU;80
2538;SAINT-FUSCIEN;80
2539;AMIENS;80
2540;CORBIE;80
2541;CAMON;80
2542;PLACHY-BUYON;80
2543;FORT-MAHON-PLAGE;80
2544;LE CROTOY;80
2545;CAYEUX-SUR-MER;80
2546;DOULLENS;80
2547;QUEND;80
2548;FRIVILLE-ESCARBOTIN;80
2549;MERS-LES-BAINS;80
2550;AULT;80
2551;ABBEVILLE;80
2552;WOIGNARUE;80
2553;SAINT-VALERY-SUR-SOMME;80
2554;ROYE;80
2555;MEHARICOURT;80
2556;AILLY-SUR-NOYE;80
2557;ALBERT;80
2558;PERONNE;80
2559;ALBI;81
2560;LISLE-SUR-TARN;81
2561;SAINT JUERY;81
2562;CASTRES;81
2563;MAZAMET;81
2564;SAINT-SULPICE-LA-POINTE;81
2565;MOISSAC;82
2566;MONTAUBAN;82
2567;LA VILLE DIEU DU TEMPLE;82
2568;CASTELSARRASIN;82
2569;BEAUMONT DE LOMAGNE;82
2570;ST-ETIENNE-DE-TULMONT;82
2571;MONTECH;82
2572;MONTBETON;82
2573;VERDUN-SUR-GARONNE;82
2574;CAUSSADE;82
2575;SAINT ANTONIN NOBLE VAL;82
2576;GRISOLLES;82
2577;FREJUS;83
2578;DRAGUIGNAN;83
2579;GRIMAUD;83
2580;SAINT RAPHAEL;83
2581;COGOLIN;83
2582;SAINT TROPEZ;83
2583;ROQUEBRUNE-SUR-ARGENS;83
2584;LA CROIX VALMER;83
2585;SAINTE MAXIME;83
2586;ROQUEBRUNE-SUR-ARGENS;83
2587;LE MUY;83
2588;PUGET-SUR-ARGENS;83
2589;RAMATUELLE;83
2590;SAINT RAPHAEL;83
2591;CAVALAIRE-SUR-MER;83
2592;FREJUS;83
2593;LES ADRETS DE L ESTEREL;83
2594;BAGNOLS-EN-FORET;83
2595;ENTRECASTEAUX;83
2596;CALLIAN;83
2597;BRIGNOLES;83
2598;FAYENCE;83
2599;SEILLANS;83
2600;LORGUES;83
2601;BARJOLS;83
2602;MONTAUROUX;83
2603;TOURVES;83
2604;GAREOULT;83
2605;BARGEMON;83
2606;CLAVIERS;83
2607;LE CANNET DES MAURES;83
2608;TOURRETTES;83
2609;GONFARON;83
2610;LES ARCS;83
2611;RIANS;83
2612;ROCBARON;83
2613;LE LUC;83
2614;MONTFORT SUR ARGENS;83
2615;SALERNES;83
2616;VIDAUBAN;83
2617;CABASSE;83
2618;ROUGIERS;83
2619;MONTFERRAT;83
2620;TOURTOUR;83
2621;ST MAXIMIN LA STE BAUME;83
2622;LA GARDE;83
2623;LA SEYNE SUR MER;83
2624;TOULON;83
2625;TOULON;83
2626;SIX-FOURS-LES-PLAGES;83
2627;LA VALETTE DU VAR;83
2628;LE PRADET;83
2629;TOULON;83
2630;SAINT-MANDRIER-SUR-MER;83
2631;LE REVEST LES EAUX;83
2632;LE LAVANDOU;83
2633;CARQUEIRANNE;83
2634;BANDOL;83
2635;SANARY SUR MER;83
2636;SOLLIES-PONT;83
2637;HYERES;83
2638;LE BEAUSSET;83
2639;SAINT-CYR-SUR-MER;83
2640;LA LONDE LES MAURES;83
2641;LA CADIERE D AZUR;83
2642;OLLIOULES;83
2643;BORMES-LES-MIMOSAS;83
2644;LA FARLEDE;83
2645;LA CRAU;83
2646;PUGET-VILLE;83
2647;CUERS;83
2648;EVENOS;83
2649;PIERREFEU-DU-VAR;83
2650;BELGENTIER;83
2651;SOLLIES-VILLE;83
2652;SOLLIES-TOUCAS;83
2653;CARNOULES;83
2654;SIGNES;83
2655;LE CASTELLET;83
2656;COLLOBRIERES;83
2657;CARPENTRAS;84
2658;AVIGNON;84
2659;MONTEUX;84
2660;AVIGNON;84
2661;BEDOIN;84
2662;SORGUES;84
2663;LE PONTET;84
2664;MORIERES LES AVIGNON;84
2665;PERNES LES FONTAINES;84
2666;BEDARRIDES;84
2667;SARRIANS;84
2668;VEDENE;84
2669;COURTHEZON;84
2670;AUBIGNAN;84
2671;ENTRAIGUES-SUR-LA-SORGUE;84
2672;CAROMB;84
2673;MALEMORT-DU-COMTAT;84
2674;VILLELAURE;84
2675;APT;84
2676;L ISLE SUR LA SORGUE;84
2677;PERTUIS;84
2678;LAURIS;84
2679;CAVAILLON;84
2680;LE THOR;84
2681;LA TOUR D AIGUES;84
2682;SAUMANE-DE-VAUCLUSE;84
2683;VIENS;84
2684;SAINT-SATURNIN LES APT;84
2685;CHATEAUNEUF-DE-GADAGNE;84
2686;LA BASTIDE DES JOURDANS;84
2687;MERINDOL;84
2688;ORANGE;84
2689;SAINTE-CECILE-LES-VIGNES;84
2690;BOLLENE;84
2691;JONQUIERES;84
2692;VACQUEYRAS;84
2693;VAISON-LA-ROMAINE;84
2694;VISAN;84
2695;BARROUX (LE);84
2696;MORNAS;84
2697;MALAUCENE;84
2698;BEAUMES-DE-VENISE;84
2699;CHATEAUNEUF-DU-PAPE;84
2700;SERIGNAN-DU-COMTAT;84
2701;ROCHE SUR YON (LA);85
2702;SAINT-PHILBERT-DE-BOUAINE;85
2703;ESSARTS EN BOCAGE;85
2704;MONTAIGU-VENDEE;85
2705;CHANTONNAY;85
2706;BROUZILS (LES);85
2707;ROCHESERVIERE;85
2708;SAINT-FULGENT;85
2709;HERBIERS (LES);85
2710;MORTAGNE-SUR-SEVRE;85
2711;FONTENAY-LE-COMTE;85
2712;LUCON;85
2713;AIGUILLON-SUR-MER (L );85
2714;LONGEVILLE-SUR-MER;85
2715;TALMONT-SAINT-HILAIRE;85
2716;BRETIGNOLLES-SUR-MER;85
2717;SAINT-HILAIRE-DE-RIEZ;85
2718;SABLES-D'OLONNE (LES);85
2719;SABLES-D'OLONNE (LES);85
2720;SAINT-GILLES-CROIX-DE-VIE;85
2721;FAUTE-SUR-MER (LA);85
2722;TRANCHE-SUR-MER (LA);85
2723;JARD-SUR-MER;85
2724;SABLES-D'OLONNE (LES);85
2725;SAINT-VINCENT-SUR-JARD;85
2726;VAIRE;85
2727;LES ACHARDS;85
2728;CHALLANS;85
2729;BEAUVOIR-SUR-MER;85
2730;NOIRMOUTIER-EN-L'ILE;85
2731;SAINT-JEAN-DE-MONTS;85
2732;NOTRE-DAME-DE-MONTS;85
2733;BARBATRE;85
2734;BARRE-DE-MONTS (LA);85
2735;POITIERS;86
2736;CHASSENEUIL-DU-POITOU;86
2737;MIGNALOUX-BEAUVOIR;86
2738;FONTAINE-LE-COMTE;86
2739;BUXEROLLES;86
2740;CHATELLERAULT;86
2741;LA ROCHE POSAY;86
2742;BOURESSE;86
2743;CHAUVIGNY;86
2744;ISLE;87
2745;LIMOGES;87
2746;LIMOGES;87
2747;ST YRIEIX LA PERCHE;87
2748;ST-LEONARD-DE-NOBLAT;87
2749;BESSINES-SUR-GARTEMPE;87
2750;LIMOGES;87
2751;COUZEIX;87
2752;GOLBEY;88
2753;EPINAL;88
2754;HADOL;88
2755;DARNIEULLES;88
2756;VITTEL;88
2757;CAPAVENIR VOSGES;88
2758;DAMAS-ET-BETTEGNEY;88
2759;CHANTRAINE;88
2760;DEYVILLERS;88
2761;LONGCHAMP;88
2762;CONTREXEVILLE;88
2763;MIRECOURT;88
2764;NEUFCHATEAU;88
2765;CHENIMENIL;88
2766;PIERREFITTE;88
2767;LES FORGES;88
2768;GIRANCOURT;88
2769;LIFFOL-LE-GRAND;88
2770;LAVELINE-DEVANT-BRUYERES;88
2771;RAMBERVILLERS;88
2772;JEUXEY;88
2773;FRAIZE;88
2774;PLAINFAING;88
2775;RAON L ETAPE;88
2776;XONRUPT-LONGEMER;88
2777;GERARDMER;88
2778;PAIR-ET-GRANDRUPT;88
2779;SAINT DIE DES VOSGES;88
2780;SAINTE-MARGUERITE;88
2781;SAULCY-SUR-MEURTHE;88
2782;MOYENMOUTIER;88
2783;GERBEPAL;88
2784;LA FORGE;88
2785;VENTRON;88
2786;BUSSANG;88
2787;LA BRESSE;88
2788;REMIREMONT;88
2789;RAMONCHAMP;88
2790;RUPT-SUR-MOSELLE;88
2791;SAINT-NABORD;88
2792;LE THILLOT;88
2793;VAGNEY;88
2794;SAPOIS;88
2795;CORNIMONT;88
2796;ST-ETIENNE-LES-REMIREMONT;88
2797;POUXEUX;88
2798;AUXERRE;89
2799;ST GEORGES SUR BAULCHE;89
2800;TONNERRE;89
2801;CHEVANNES;89
2802;VENOY;89
2803;MONTREAL;89
2804;AVALLON;89
2805;VILLENEUVE SUR YONNE;89
2806;PARON;89
2807;ST CLEMENT;89
2808;SENS;89
2809;SAVIGNY SUR CLAIRIS;89
2810;ST VALERIEN;89
2811;MALAY LE GRAND;89
2812;THORIGNY-SUR-OREUSE;89
2813;CHEROY;89
2814;BELFORT;90
2815;OFFEMONT;90
2816;BEAUCOURT;90
2817;BONDOUFLE;91
2818;CORBEIL ESSONNES;91
2819;BOUSSY-SAINT-ANTOINE;91
2820;BRUNOY;91
2821;EVRY-COURCOURONNES;91
2822;ETIOLLES;91
2823;MENNECY;91
2824;VILLABE;91
2825;YERRES;91
2826;COUDRAY-MONTCEAUX (LE);91
2827;BALLANCOURT-SUR-ESSONNE;91
2828;SAINT-PIERRE-DU-PERRAY;91
2829;DRAVEIL;91
2830;VARENNES-JARCY;91
2831;CROSNE;91
2832;MONTGERON;91
2833;SOISY-SUR-SEINE;91
2834;VIGNEUX SUR SEINE;91
2835;FONTENAY-LE-VICOMTE;91
2836;SAINT-GERMAIN-LES-CORBEIL;91
2837;LISSES;91
2838;SAINTRY-SUR-SEINE;91
2839;RIS-ORANGIS;91
2840;VERT LE PETIT;91
2841;EPINAY-SOUS-SENART;91
2842;QUINCY-SOUS-SENART;91
2843;EVRY-COURCOURONNES;91
2844;ORMOY;91
2845;TIGERY;91
2846;CHAMPCUEIL;91
2847;VERT LE GRAND;91
2848;SAVIGNY-SUR-ORGE;91
2849;ATHIS MONS;91
2850;JUVISY SUR ORGE;91
2851;SAINTE-GENEVIEVE-DES-BOIS;91
2852;LONGJUMEAU;91
2853;MASSY;91
2854;MORANGIS;91
2855;WISSOUS;91
2856;CHILLY MAZARIN;91
2857;SAULX-LES-CHARTREUX;91
2858;BALLAINVILLIERS;91
2859;VIRY CHATILLON;91
2860;VILLIERS-SUR-ORGE;91
2861;MORSANG-SUR-ORGE;91
2862;GRIGNY;91
2863;VILLEMOISSON-S-ORGE;91
2864;PARAY-VIEILLE-POSTE;91
2865;EPINAY SUR ORGE;91
2866;CHAMPLAN;91
2867;FLEURY-MEROGIS;91
2868;SAINT-MICHEL-SUR-ORGE;91
2869;MONTLHERY;91
2870;LINAS;91
2871;BRETIGNY SUR ORGE;91
2872;CHEPTAINVILLE;91
2873;ARPAJON;91
2874;SAINT-VRAIN;91
2875;EGLY;91
2876;LONGPONT-SUR-ORGE;91
2877;LA NORVILLE;91
2878;BRUYERES-LE-CHATEL;91
2879;SAINT-GERMAIN-LES-ARPAJON;91
2880;OLLAINVILLE;91
2881;LEUVILLE-SUR-ORGE;91
2882;LE PLESSIS PATE;91
2883;LEUDEVILLE;91
2884;MAROLLES-EN-HUREPOIX;91
2885;ETAMPES;91
2886;BOUTIGNY-SUR-ESSONNE;91
2887;BOISSY-SOUS-SAINT-YON;91
2888;ORMOY-LA-RIVIERE;91
2889;ETRECHY;91
2890;SOISY-SUR-ECOLE;91
